iter	Passed	Remaining
2610	110522	312773
2611	110556	312706
2612	110594	312653
2613	110631	312596
2614	110677	312562
2615	110712	312500
2616	110751	312449
2617	110789	312393
2618	110831	312350
2619	110867	312291
2620	110901	312224
2621	110942	312179
2622	110983	312133
2623	111020	312074
2624	111063	312034
2625	111123	312044
2626	111172	312019
2627	111219	311989
2628	111269	311969
2629	111329	311976
2630	111364	311914
2631	111397	311844
2632	111437	311797
2633	111475	311741
2634	111514	311691
2635	111562	311662
2636	111607	311628
2637	111644	311571
2638	111687	311532
2639	111729	311487
2640	111762	311419
2641	111798	311360
2642	111839	311313
2643	111879	311266
2644	111925	311234
2645	111965	311185
2646	112004	311133
2647	112044	311085
2648	112087	311043
2649	112126	310992
2650	112168	310950
2651	112209	310904
2652	112252	310862
2653	112294	310819
2654	112337	310780
2655	112376	310726
2656	112413	310670
2657	112453	310621
2658	112491	310566
2659	112530	310516
2660	112564	310450
2661	112599	310389
2662	112646	310358
2663	112682	310300
2664	112718	310241
2665	112764	310209
2666	112801	310150
2667	112846	310115
2668	112887	310069
2669	112929	310026
2670	112961	309957
2671	113003	309914
2672	113043	309866
2673	113083	309816
2674	113119	309756
2675	113160	309711
2676	113203	309669
2677	113242	309620
2678	113286	309581
2679	113323	309525
2680	113371	309499
2681	113410	309446
2682	113454	309408
2683	113495	309363
2684	113533	309310
2685	113572	309259
2686	113620	309232
2687	113660	309183
2688	113703	309143
2689	113746	309101
2690	113777	309031
2691	113817	308981
2692	113854	308924
2693	113894	308876
2694	113931	308820
2695	113962	308746
2696	114003	308700
2697	114043	308653
2698	114075	308583
2699	114118	308541
2700	114151	308476
2701	114189	308422
2702	114228	308371
2703	114272	308332
2704	114307	308271
2705	114343	308212
2706	114385	308169
2707	114434	308145
2708	114475	308098
2709	114509	308035
2710	114553	307998
2711	114593	307949
2712	114636	307908
2713	114682	307877
2714	114716	307811
2715	114757	307766
2716	114795	307713
2717	114831	307653
2718	114876	307618
2719	114925	307594
2720	114968	307553
2721	114998	307479
2722	115031	307412
2723	115078	307382
2724	115113	307320
2725	115158	307286
2726	115200	307243
2727	115245	307207
2728	115280	307147
2729	115327	307118
2730	115370	307076
2731	115402	307006
2732	115438	306949
2733	115476	306896
2734	115523	306867
2735	115558	306804
2736	115601	306764
2737	115644	306725
2738	115688	306686
2739	115729	306641
2740	115770	306594
2741	115812	306551
2742	115848	306493
2743	115888	306445
2744	115923	306383
2745	115961	306331
2746	116001	306284
2747	116040	306233
2748	116082	306188
2749	116122	306141
2750	116162	306093
2751	116202	306045
2752	116243	306000
2753	116279	305940
2754	116311	305872
2755	116352	305826
2756	116390	305773
2757	116429	305721
2758	116478	305697
2759	116527	305674
2760	116577	305650
2761	116620	305610
2762	116659	305561
2763	116698	305510
2764	116739	305464
2765	116774	305403
2766	116807	305337
2767	116851	305298
2768	116891	305250
2769	116936	305217
2770	116971	305156
2771	117005	305092
2772	117044	305041
2773	117081	304987
2774	117120	304934
2775	117161	304889
2776	117199	304837
2777	117234	304774
2778	117277	304736
2779	117320	304696
2780	117359	304646
2781	117405	304612
2782	117442	304558
2783	117490	304529
2784	117537	304500
2785	117581	304461
2786	117625	304424
2787	117658	304358
2788	117694	304301
2789	117740	304269
2790	117777	304213
2791	117823	304180
2792	117863	304133
2793	117905	304090
2794	117945	304042
2795	117982	303986
2796	117998	303877
2797	118046	303849
2798	118086	303801
2799	118127	303755
2800	118169	303715
2801	118217	303685
2802	118257	303637
2803	118291	303574
2804	118326	303515
2805	118368	303472
2806	118407	303420
2807	118439	303354
2808	118489	303331
2809	118530	303286
2810	118574	303248
2811	118619	303212
2812	118655	303155
2813	118698	303115
2814	118732	303053
2815	118791	303054
2816	118853	303061
2817	118901	303034
2818	118948	303004
2819	119009	303009
2820	119052	302970
2821	119094	302926
2822	119130	302869
2823	119168	302815
2824	119211	302776
2825	119253	302734
2826	119293	302685
2827	119332	302636
2828	119376	302598
2829	119412	302539
2830	119449	302484
2831	119493	302447
2832	119532	302396
2833	119573	302352
2834	119616	302310
2835	119654	302257
2836	119701	302228
2837	119741	302181
2838	119775	302116
2839	119818	302077
2840	119857	302028
2841	119896	301978
2842	119933	301921
2843	119975	301879
2844	120015	301832
2845	120058	301791
2846	120099	301746
2847	120139	301698
2848	120179	301651
2849	120221	301608
2850	120260	301557
2851	120304	301519
2852	120345	301475
2853	120387	301432
2854	120426	301383
2855	120472	301349
2856	120517	301313
2857	120556	301265
2858	120598	301222
2859	120653	301212
2860	120695	301169
2861	120735	301120
2862	120780	301086
2863	120824	301048
2864	120868	301010
2865	120909	300964
2866	120951	300922
2867	120990	300873
2868	121033	300834
2869	121068	300774
2870	121105	300717
2871	121146	300671
2872	121190	300634
2873	121228	300581
2874	121266	300529
2875	121313	300500
2876	121344	300429
2877	121380	300373
2878	121417	300318
2879	121464	300287
2880	121505	300241
2881	121547	300199
2882	121590	300158
2883	121625	300098
2884	121671	300065
2885	121716	300030
2886	121757	299985
2887	121795	299935
2888	121836	299888
2889	121875	299839
2890	121915	299790
2891	121945	299719
2892	121984	299668
2893	122028	299632
2894	122070	299589
2895	122111	299544
2896	122144	299480
2897	122177	299414
2898	122229	299395
2899	122269	299350
2900	122314	299314
2901	122356	299270
2902	122393	299217
2903	122430	299161
2904	122470	299115
2905	122508	299061
2906	122552	299024
2907	122593	298980
2908	122629	298922
2909	122680	298902
2910	122729	298875
2911	122763	298814
2912	122802	298764
2913	122843	298719
2914	122884	298675
2915	122922	298623
2916	122959	298568
2917	123002	298528
2918	123038	298471
2919	123075	298416
2920	123116	298369
2921	123154	298319
2922	123198	298280
2923	123236	298228
2924	123276	298180
2925	123316	298133
2926	123355	298084
2927	123394	298034
2928	123423	297960
2929	123460	297905
2930	123494	297843
2931	123527	297781
2932	123573	297746
2933	123614	297702
2934	123659	297668
2935	123702	297626
2936	123744	297585
2937	123778	297522
2938	123816	297472
2939	123848	297405
2940	123885	297350
2941	123930	297314
2942	123972	297271
2943	124008	297217
2944	124048	297168
2945	124082	297106
2946	124123	297062
2947	124160	297008
2948	124196	296950
2949	124237	296907
2950	124273	296850
2951	124315	296807
2952	124355	296759
2953	124396	296715
2954	124441	296681
2955	124478	296626
2956	124520	296583
2957	124566	296549
2958	124601	296491
2959	124646	296455
2960	124691	296420
2961	124733	296378
2962	124778	296344
2963	124818	296297
2964	124858	296250
2965	124898	296201
2966	124941	296161
2967	124980	296112
2968	125017	296058
2969	125057	296012
2970	125104	295982
2971	125139	295921
2972	125178	295871
2973	125222	295834
2974	125261	295785
2975	125304	295744
2976	125340	295689
2977	125382	295646
2978	125419	295592
2979	125457	295541
2980	125499	295497
2981	125535	295442
2982	125570	295383
2983	125605	295324
2984	125648	295285
2985	125688	295236
2986	125724	295182
2987	125769	295146
2988	125806	295091
2989	125855	295065
2990	125893	295013
2991	125939	294980
2992	125975	294925
2993	126017	294882
2994	126050	294819
2995	126093	294779
2996	126133	294732
2997	126169	294674
2998	126215	294642
2999	126267	294624
3000	126335	294642
3001	126408	294672
3002	126443	294614
3003	126477	294552
3004	126519	294510
3005	126559	294464
3006	126599	294416
3007	126636	294362
3008	126673	294309
3009	126708	294249
3010	126749	294205
3011	126781	294140
3012	126818	294086
3013	126855	294031
3014	126906	294009
3015	126946	293963
3016	126978	293897
3017	127019	293854
3018	127060	293807
3019	127109	293784
3020	127153	293744
3021	127195	293702
3022	127232	293648
3023	127270	293597
3024	127311	293553
3025	127355	293516
3026	127396	293471
3027	127429	293408
3028	127464	293348
3029	127510	293317
3030	127547	293262
3031	127581	293201
3032	127619	293149
3033	127658	293102
3034	127698	293055
3035	127739	293009
3036	127781	292968
3037	127819	292916
3038	127864	292880
3039	127905	292836
3040	127945	292790
3041	127987	292747
3042	128026	292698
3043	128071	292662
3044	128104	292600
3045	128140	292544
3046	128179	292494
3047	128222	292455
3048	128257	292397
3049	128295	292345
3050	128326	292278
3051	128375	292252
3052	128414	292203
3053	128455	292157
3054	128491	292103
3055	128535	292063
3056	128583	292036
3057	128628	292000
3058	128663	291942
3059	128697	291883
3060	128729	291818
3061	128772	291778
3062	128813	291733
3063	128852	291684
3064	128895	291645
3065	128933	291593
3066	128964	291525
3067	128997	291463
3068	129039	291421
3069	129088	291395
3070	129130	291352
3071	129169	291305
3072	129203	291244
3073	129255	291224
3074	129301	291191
3075	129336	291132
3076	129381	291097
3077	129427	291064
3078	129472	291028
3079	129516	290991
3080	129554	290941
3081	129595	290896
3082	129637	290854
3083	129684	290823
3084	129724	290775
3085	129759	290718
3086	129795	290662
3087	129836	290617
3088	129872	290561
3089	129909	290509
3090	129948	290460
3091	129985	290406
3092	130028	290368
3093	130071	290327
3094	130114	290288
3095	130154	290240
3096	130193	290192
3097	130238	290156
3098	130277	290108
3099	130314	290054
3100	130358	290016
3101	130395	289963
3102	130430	289907
3103	130471	289861
3104	130497	289784
3105	130532	289726
3106	130568	289670
3107	130607	289622
3108	130643	289566
3109	130687	289529
3110	130722	289470
3111	130764	289430
3112	130808	289393
3113	130849	289347
3114	130891	289305
3115	130928	289252
3116	130967	289203
3117	131008	289160
3118	131050	289118
3119	131096	289083
3120	131143	289052
3121	131183	289006
3122	131212	288936
3123	131249	288883
3124	131285	288828
3125	131327	288786
3126	131367	288739
3127	131405	288688
3128	131446	288643
3129	131486	288597
3130	131528	288556
3131	131574	288522
3132	131607	288460
3133	131646	288412
3134	131685	288364
3135	131734	288337
3136	131770	288282
3137	131808	288231
3138	131846	288180
3139	131882	288124
3140	131919	288073
3141	131949	288004
3142	131983	287945
3143	132030	287913
3144	132062	287850
3145	132105	287809
3146	132148	287771
3147	132192	287733
3148	132221	287663
3149	132253	287598
3150	132294	287555
3151	132332	287503
3152	132370	287454
3153	132411	287409
3154	132452	287365
3155	132490	287315
3156	132534	287276
3157	132570	287223
3158	132608	287172
3159	132651	287132
3160	132686	287074
3161	132728	287032
3162	132771	286992
3163	132809	286943
3164	132852	286903
3165	132889	286850
3166	132927	286798
3167	132970	286760
3168	133005	286703
3169	133055	286678
3170	133091	286622
3171	133128	286570
3172	133165	286518
3173	133203	286468
3174	133239	286411
3175	133279	286365
3176	133319	286320
3177	133356	286268
3178	133398	286226
3179	133443	286189
3180	133482	286142
3181	133523	286097
3182	133562	286048
3183	133600	285998
3184	133633	285938
3185	133668	285882
3186	133705	285828
3187	133748	285789
3188	133792	285750
3189	133830	285700
3190	133868	285651
3191	133909	285605
3192	133972	285609
3193	134039	285621
3194	134089	285594
3195	134143	285580
3196	134185	285537
3197	134229	285499
3198	134269	285453
3199	134312	285413
3200	134354	285372
3201	134394	285324
3202	134438	285289
3203	134479	285244
3204	134517	285194
3205	134559	285151
3206	134602	285112
3207	134645	285072
3208	134687	285029
3209	134725	284980
3210	134764	284931
3211	134810	284898
3212	134865	284884
3213	134911	284851
3214	134950	284801
3215	134991	284757
3216	135039	284727
3217	135081	284687
3218	135124	284648
3219	135161	284594
3220	135200	284546
3221	135238	284496
3222	135276	284445
3223	135320	284408
3224	135355	284351
3225	135401	284318
3226	135442	284273
3227	135488	284240
3228	135527	284192
3229	135559	284129
3230	135603	284091
3231	135643	284045
3232	135680	283993
3233	135712	283929
3234	135744	283867
3235	135780	283812
3236	135815	283755
3237	135857	283714
3238	135890	283653
3239	135931	283609
3240	135966	283554
3241	136004	283502
3242	136043	283455
3243	136078	283399
3244	136119	283355
3245	136164	283319
3246	136205	283274
3247	136247	283233
3248	136297	283208
3249	136336	283159
3250	136382	283126
3251	136427	283091
3252	136468	283047
3253	136517	283020
3254	136550	282960
3255	136587	282907
3256	136625	282856
3257	136667	282814
3258	136705	282766
3259	136747	282724
3260	136782	282666
3261	136819	282615
3262	136863	282576
3263	136910	282545
3264	136949	282498
3265	136985	282442
3266	137014	282374
3267	137056	282333
3268	137097	282289
3269	137142	282254
3270	137190	282223
3271	137225	282167
3272	137264	282119
3273	137301	282067
3274	137339	282017
3275	137379	281972
3276	137425	281938
3277	137469	281900
3278	137509	281853
3279	137544	281799
3280	137581	281746
3281	137623	281704
3282	137661	281654
3283	137704	281615
3284	137742	281565
3285	137780	281514
3286	137821	281470
3287	137860	281424
3288	137898	281374
3289	137948	281348
3290	137992	281309
3291	138030	281260
3292	138065	281204
3293	138108	281164
3294	138151	281125
3295	138197	281091
3296	138239	281048
3297	138280	281005
3298	138322	280964
3299	138338	280869
3300	138383	280834
3301	138424	280789
3302	138462	280739
3303	138508	280705
3304	138541	280645
3305	138576	280589
3306	138617	280545
3307	138663	280511
3308	138703	280466
3309	138745	280425
3310	138776	280360
3311	138812	280307
3312	138851	280259
3313	138876	280184
3314	138918	280141
3315	138960	280101
3316	138996	280047
3317	139040	280008
3318	139086	279974
3319	139128	279933
3320	139169	279890
3321	139208	279841
3322	139243	279786
3323	139282	279738
3324	139316	279679
3325	139355	279632
3326	139396	279589
3327	139413	279497
3328	139463	279471
3329	139498	279415
3330	139515	279323
3331	139555	279278
3332	139594	279231
3333	139631	279180
3334	139670	279132
3335	139709	279083
3336	139750	279040
3337	139789	278992
3338	139832	278953
3339	139876	278915
3340	139913	278863
3341	139953	278818
3342	139991	278768
3343	140028	278716
3344	140066	278667
3345	140110	278630
3346	140146	278575
3347	140190	278539
3348	140233	278499
3349	140278	278463
3350	140322	278426
3351	140361	278377
3352	140398	278326
3353	140435	278274
3354	140473	278225
3355	140508	278169
3356	140553	278134
3357	140587	278077
3358	140623	278023
3359	140666	277982
3360	140712	277949
3361	140747	277894
3362	140789	277853
3363	140823	277795
3364	140861	277746
3365	140885	277669
3366	140925	277623
3367	140973	277594
3368	141006	277535
3369	141048	277493
3370	141090	277452
3371	141125	277395
3372	141165	277351
3373	141201	277296
3374	141231	277232
3375	141273	277190
3376	141320	277158
3377	141350	277093
3378	141392	277052
3379	141433	277008
3380	141477	276971
3381	141512	276915
3382	141553	276872
3383	141595	276831
3384	141637	276789
3385	141677	276744
3386	141719	276701
3387	141770	276678
3388	141807	276628
3389	141853	276593
3390	141891	276544
3391	141941	276517
3392	141981	276472
3393	142025	276435
3394	142118	276493
3395	142180	276490
3396	142223	276450
3397	142267	276413
3398	142339	276429
3399	142378	276382
3400	142422	276344
3401	142460	276294
3402	142500	276250
3403	142540	276203
3404	142584	276165
3405	142628	276127
3406	142674	276093
3407	142711	276042
3408	142752	275998
3409	142788	275947
3410	142829	275903
3411	142864	275848
3412	142909	275810
3413	142943	275755
3414	142993	275727
3415	143031	275678
3416	143073	275636
3417	143111	275588
3418	143159	275557
3419	143202	275519
3420	143245	275478
3421	143283	275429
3422	143317	275371
3423	143358	275328
3424	143405	275296
3425	143450	275261
3426	143490	275215
3427	143530	275169
3428	143564	275113
3429	143605	275069
3430	143655	275043
3431	143692	274991
3432	143736	274953
3433	143775	274906
3434	143814	274859
3435	143849	274803
3436	143889	274758
3437	143927	274709
3438	143964	274657
3439	143997	274599
3440	144032	274544
3441	144070	274495
3442	144113	274455
3443	144161	274426
3444	144200	274379
3445	144237	274327
3446	144284	274294
3447	144327	274256
3448	144366	274207
3449	144402	274156
3450	144442	274110
3451	144485	274070
3452	144536	274046
3453	144584	274015
3454	144620	273962
3455	144663	273923
3456	144698	273867
3457	144741	273827
3458	144778	273777
3459	144820	273735
3460	144864	273697
3461	144905	273654
3462	144949	273615
3463	144984	273561
3464	145019	273508
3465	145056	273456
3466	145096	273411
3467	145133	273359
3468	145178	273324
3469	145220	273282
3470	145260	273237
3471	145299	273189
3472	145344	273154
3473	145388	273116
3474	145428	273071
3475	145452	272994
3476	145497	272958
3477	145540	272919
3478	145579	272873
3479	145622	272833
3480	145663	272789
3481	145704	272745
3482	145735	272684
3483	145775	272639
3484	145817	272596
3485	145854	272546
3486	145894	272500
3487	145934	272456
3488	145970	272403
3489	146006	272349
3490	146039	272291
3491	146081	272250
3492	146118	272199
3493	146159	272155
3494	146196	272105
3495	146238	272064
3496	146280	272022
3497	146314	271966
3498	146351	271914
3499	146384	271856
3500	146415	271795
3501	146457	271753
3502	146500	271714
3503	146542	271672
3504	146589	271640
3505	146627	271590
3506	146666	271544
3507	146702	271490
3508	146736	271436
3509	146775	271389
3510	146812	271337
3511	146845	271279
3512	146887	271237
3513	146930	271198
3514	146964	271141
3515	147004	271096
3516	147049	271061
3517	147102	271039
3518	147149	271006
3519	147187	270958
3520	147234	270927
3521	147274	270881
3522	147314	270836
3523	147356	270794
3524	147400	270757
3525	147430	270693
3526	147461	270632
3527	147498	270581
3528	147534	270528
3529	147572	270480
3530	147616	270441
3531	147662	270408
3532	147703	270364
3533	147747	270326
3534	147774	270258
3535	147816	270216
3536	147852	270164
3537	147893	270121
3538	147933	270076
3539	147974	270031
3540	148011	269982
3541	148051	269937
3542	148097	269902
3543	148132	269849
3544	148165	269791
3545	148202	269739
3546	148244	269699
3547	148280	269645
3548	148320	269601
3549	148361	269559
3550	148401	269513
3551	148434	269455
3552	148474	269410
3553	148514	269364
3554	148555	269321
3555	148598	269282
3556	148637	269236
3557	148677	269190
3558	148713	269137
3559	148746	269080
3560	148779	269022
3561	148818	268976
3562	148858	268931
3563	148907	268902
3564	148947	268857
3565	148990	268817
3566	149029	268771
3567	149066	268721
3568	149106	268675
3569	149145	268629
3570	149183	268580
3571	149228	268543
3572	149263	268490
3573	149302	268443
3574	149345	268403
3575	149381	268352
3576	149416	268297
3577	149448	268238
3578	149486	268189
3579	149525	268143
3580	149566	268100
3581	149600	268045
3582	149640	267998
3583	149680	267954
3584	149721	267912
3585	149761	267866
3586	149811	267839
3587	149856	267804
3588	149897	267760
3589	149940	267721
3590	149980	267675
3591	150016	267624
3592	150065	267594
3593	150101	267542
3594	150134	267486
3595	150176	267443
3596	150218	267402
3597	150256	267354
3598	150292	267302
3599	150333	267259
3600	150378	267224
3601	150413	267170
3602	150463	267142
3603	150501	267093
3604	150547	267059
3605	150585	267012
3606	150621	266959
3607	150664	266919
3608	150702	266870
3609	150777	266888
3610	150831	266869
3611	150888	266854
3612	150923	266800
3613	150955	266740
3614	150989	266685
3615	151032	266645
3616	151081	266617
3617	151121	266571
3618	151153	266512
3619	151189	266461
3620	151229	266416
3621	151268	266369
3622	151311	266330
3623	151355	266291
3624	151388	266235
3625	151424	266183
3626	151465	266139
3627	151508	266100
3628	151546	266051
3629	151580	265997
3630	151622	265955
3631	151658	265903
3632	151694	265852
3633	151725	265791
3634	151769	265753
3635	151805	265701
3636	151841	265649
3637	151873	265590
3638	151905	265532
3639	151940	265478
3640	151974	265422
3641	152009	265369
3642	152049	265325
3643	152089	265280
3644	152132	265240
3645	152172	265195
3646	152214	265155
3647	152248	265099
3648	152287	265052
3649	152329	265010
3650	152374	264975
3651	152414	264930
3652	152463	264901
3653	152499	264849
3654	152534	264797
3655	152571	264747
3656	152611	264701
3657	152653	264660
3658	152685	264602
3659	152729	264563
3660	152763	264509
3661	152808	264472
3662	152840	264414
3663	152883	264374
3664	152914	264314
3665	152950	264262
3666	152980	264201
3667	153017	264152
3668	153053	264099
3669	153083	264037
3670	153126	263998
3671	153162	263946
3672	153204	263905
3673	153254	263877
3674	153296	263836
3675	153342	263802
3676	153383	263759
3677	153425	263718
3678	153463	263669
3679	153495	263612
3680	153534	263565
3681	153562	263500
3682	153604	263458
3683	153637	263402
3684	153678	263358
3685	153712	263303
3686	153741	263240
3687	153777	263189
3688	153828	263164
3689	153867	263117
3690	153908	263074
3691	153937	263011
3692	153978	262968
3693	154015	262919
3694	154061	262885
3695	154099	262836
3696	154135	262784
3697	154174	262738
3698	154214	262693
3699	154253	262648
3700	154287	262593
3701	154330	262554
3702	154370	262509
3703	154411	262466
3704	154450	262420
3705	154500	262392
3706	154535	262338
3707	154581	262305
3708	154626	262269
3709	154675	262239
3710	154707	262182
3711	154749	262140
3712	154785	262089
3713	154836	262062
3714	154883	262029
3715	154923	261985
3716	154962	261938
3717	154995	261883
3718	155037	261841
3719	155077	261796
3720	155121	261759
3721	155156	261706
3722	155194	261659
3723	155239	261623
3724	155282	261583
3725	155321	261536
3726	155359	261488
3727	155396	261440
3728	155434	261392
3729	155473	261344
3730	155519	261311
3731	155560	261268
3732	155598	261221
3733	155633	261167
3734	155669	261115
3735	155706	261067
3736	155748	261026
3737	155788	260981
3738	155823	260927
3739	155865	260886
3740	155906	260844
3741	155957	260818
3742	156002	260781
3743	156042	260737
3744	156083	260694
3745	156123	260649
3746	156169	260615
3747	156203	260560
3748	156243	260517
3749	156287	260479
3750	156326	260433
3751	156366	260388
3752	156408	260346
3753	156449	260304
3754	156485	260254
3755	156526	260210
3756	156566	260166
3757	156610	260128
3758	156651	260085
3759	156691	260041
3760	156731	259996
3761	156769	259949
3762	156815	259914
3763	156855	259870
3764	156889	259816
3765	156932	259775
3766	156966	259721
3767	157010	259684
3768	157045	259631
3769	157081	259580
3770	157127	259545
3771	157168	259503
3772	157201	259447
3773	157243	259405
3774	157281	259358
3775	157325	259320
3776	157360	259267
3777	157397	259218
3778	157438	259175
3779	157472	259120
3780	157509	259072
3781	157544	259020
3782	157575	258960
3783	157617	258918
3784	157657	258875
3785	157699	258834
3786	157736	258783
3787	157774	258736
3788	157818	258698
3789	157859	258657
3790	157895	258605
3791	157934	258559
3792	157974	258514
3793	158013	258469
3794	158058	258433
3795	158100	258391
3796	158140	258346
3797	158177	258298
3798	158221	258261
3799	158262	258217
3800	158305	258178
3801	158346	258135
3802	158402	258117
3803	158459	258101
3804	158545	258130
3805	158581	258080
3806	158617	258029
3807	158663	257995
3808	158704	257952
3809	158738	257898
3810	158779	257854
3811	158813	257801
3812	158846	257745
3813	158884	257697
3814	158928	257659
3815	158967	257613
3816	159013	257578
3817	159061	257548
3818	159096	257496
3819	159138	257455
3820	159167	257392
3821	159209	257350
3822	159250	257307
3823	159291	257265
3824	159332	257223
3825	159371	257177
3826	159411	257133
3827	159451	257087
3828	159492	257045
3829	159520	256982
3830	159555	256929
3831	159605	256901
3832	159638	256845
3833	159678	256801
3834	159718	256756
3835	159760	256716
3836	159800	256672
3837	159838	256624
3838	159872	256570
3839	159910	256523
3840	159946	256471
3841	159987	256430
3842	160022	256377
3843	160063	256335
3844	160105	256293
3845	160143	256245
3846	160182	256200
3847	160220	256152
3848	160257	256103
3849	160299	256063
3850	160341	256021
3851	160375	255968
3852	160405	255907
3853	160438	255852
3854	160480	255811
3855	160516	255760
3856	160554	255713
3857	160592	255665
3858	160633	255623
3859	160669	255573
3860	160715	255538
3861	160753	255491
3862	160793	255446
3863	160827	255392
3864	160868	255349
3865	160901	255294
3866	160951	255266
3867	160988	255217
3868	161023	255164
3869	161061	255117
3870	161096	255066
3871	161141	255029
3872	161183	254988
3873	161230	254955
3874	161270	254911
3875	161313	254871
3876	161352	254826
3877	161391	254780
3878	161432	254738
3879	161479	254704
3880	161512	254650
3881	161548	254599
3882	161575	254534
3883	161616	254492
3884	161649	254435
3885	161689	254391
3886	161722	254337
3887	161763	254294
3888	161796	254239
3889	161833	254190
3890	161873	254146
3891	161906	254091
3892	161945	254045
3893	161980	253994
3894	162014	253940
3895	162055	253897
3896	162087	253840
3897	162118	253782
3898	162154	253733
3899	162193	253687
3900	162241	253655
3901	162280	253610
3902	162319	253564
3903	162356	253514
3904	162401	253479
3905	162443	253439
3906	162482	253393
3907	162525	253353
3908	162564	253307
3909	162598	253254
3910	162637	253208
3911	162677	253164
3912	162716	253119
3913	162751	253068
3914	162782	253009
3915	162820	252961
3916	162859	252917
3917	162894	252865
3918	162935	252822
3919	162980	252786
3920	163023	252746
3921	163057	252693
3922	163097	252649
3923	163130	252595
3924	163163	252539
3925	163197	252487
3926	163242	252450
3927	163282	252405
3928	163319	252358
3929	163358	252311
3930	163395	252262
3931	163431	252213
3932	163471	252169
3933	163509	252122
3934	163552	252083
3935	163597	252047
3936	163632	251994
3937	163672	251951
3938	163713	251908
3939	163742	251847
3940	163782	251803
3941	163818	251754
3942	163859	251711
3943	163898	251665
3944	163937	251620
3945	163981	251581
3946	164017	251532
3947	164061	251494
3948	164102	251452
3949	164138	251401
3950	164186	251370
3951	164235	251339
3952	164276	251297
3953	164315	251252
3954	164348	251197
3955	164384	251146
3956	164419	251095
3957	164458	251050
3958	164500	251009
3959	164534	250955
3960	164574	250912
3961	164611	250864
3962	164648	250815
3963	164688	250772
3964	164724	250721
3965	164764	250677
3966	164800	250628
3967	164844	250590
3968	164884	250545
3969	164922	250498
3970	164960	250452
3971	164997	250403
3972	165038	250362
3973	165078	250317
3974	165114	250267
3975	165146	250212
3976	165187	250169
3977	165228	250127
3978	165262	250074
3979	165307	250038
3980	165346	249992
3981	165392	249957
3982	165421	249897
3983	165455	249844
3984	165497	249804
3985	165534	249755
3986	165575	249712
3987	165610	249661
3988	165656	249627
3989	165691	249576
3990	165746	249553
3991	165808	249543
3992	165860	249517
3993	165913	249492
3994	165944	249436
3995	165984	249392
3996	166017	249337
3997	166048	249280
3998	166081	249225
3999	166121	249182
4000	166159	249135
4001	166197	249088
4002	166239	249047
4003	166280	249006
4004	166326	248971
4005	166365	248925
4006	166408	248885
4007	166442	248833
4008	166478	248784
4009	166520	248742
4010	166564	248704
4011	166593	248645
4012	166626	248591
4013	166667	248548
4014	166698	248490
4015	166735	248442
4016	166772	248393
4017	166811	248349
4018	166855	248311
4019	166898	248272
4020	166936	248224
4021	166977	248182
4022	167015	248136
4023	167045	248077
4024	167082	248029
4025	167125	247989
4026	167160	247939
4027	167202	247898
4028	167244	247857
4029	167283	247812
4030	167322	247767
4031	167366	247729
4032	167398	247673
4033	167437	247628
4034	167472	247577
4035	167499	247514
4036	167540	247471
4037	167574	247419
4038	167607	247365
4039	167649	247324
4040	167693	247287
4041	167725	247231
4042	167767	247191
4043	167807	247147
4044	167848	247104
4045	167887	247059
4046	167927	247016
4047	167965	246968
4048	168002	246920
4049	168039	246873
4050	168071	246817
4051	168116	246780
4052	168153	246733
4053	168197	246695
4054	168231	246642
4055	168270	246597
4056	168310	246553
4057	168344	246500
4058	168381	246453
4059	168423	246413
4060	168454	246355
4061	168496	246314
4062	168535	246270
4063	168577	246228
4064	168621	246191
4065	168665	246153
4066	168694	246094
4067	168735	246051
4068	168773	246005
4069	168813	245962
4070	168851	245914
4071	168891	245871
4072	168927	245822
4073	168969	245781
4074	169008	245736
4075	169045	245687
4076	169082	245640
4077	169125	245601
4078	169166	245558
4079	169206	245515
4080	169251	245479
4081	169284	245425
4082	169319	245374
4083	169354	245324
4084	169398	245285
4085	169446	245254
4086	169487	245211
4087	169524	245163
4088	169562	245117
4089	169606	245079
4090	169648	245038
4091	169682	244986
4092	169718	244937
4093	169760	244895
4094	169800	244852
4095	169844	244814
4096	169884	244771
4097	169924	244728
4098	169967	244688
4099	170006	244643
4100	170047	244601
4101	170087	244557
4102	170132	244521
4103	170181	244490
4104	170221	244447
4105	170250	244387
4106	170296	244353
4107	170331	244301
4108	170368	244254
4109	170407	244209
4110	170454	244175
4111	170490	244126
4112	170524	244074
4113	170563	244029
4114	170592	243970
4115	170634	243928
4116	170675	243887
4117	170712	243839
4118	170753	243797
4119	170797	243759
4120	170842	243722
4121	170875	243670
4122	170920	243633
4123	170962	243592
4124	171002	243549
4125	171038	243499
4126	171081	243460
4127	171125	243422
4128	171167	243381
4129	171205	243335
4130	171253	243303
4131	171295	243262
4132	171338	243223
4133	171379	243180
4134	171419	243137
4135	171457	243092
4136	171506	243061
4137	171549	243021
4138	171590	242979
4139	171631	242937
4140	171677	242901
4141	171723	242866
4142	171761	242820
4143	171803	242779
4144	171840	242731
4145	171884	242694
4146	171922	242647
4147	171963	242606
4148	172000	242558
4149	172035	242507
4150	172093	242489
4151	172140	242456
4152	172180	242411
4153	172219	242367
4154	172262	242328
4155	172293	242272
4156	172327	242220
4157	172365	242173
4158	172403	242127
4159	172438	242076
4160	172472	242024
4161	172506	241972
4162	172547	241931
4163	172589	241891
