iter	Passed	Remaining
400	17586	420991
401	17626	420836
402	17669	420774
403	17705	420548
404	17749	420509
405	17794	420502
406	17843	420564
407	17879	420345
408	17927	420397
409	17970	420322
410	18018	420391
411	18056	420210
412	18096	420079
413	18140	420033
414	18179	419891
415	18219	419759
416	18253	419484
417	18291	419314
418	18335	419268
419	18385	419366
420	18433	419408
421	18473	419286
422	18514	419186
423	18552	419013
424	18645	420061
425	18707	420445
426	18761	420623
427	18804	420542
428	18852	420597
429	18895	420528
430	18931	420324
431	18983	420446
432	19034	420552
433	19077	420498
434	19125	420543
435	19170	420515
436	19212	420433
437	19260	420487
438	19305	420448
439	19353	420503
440	19389	420281
441	19435	420279
442	19475	420146
443	19519	420112
444	19560	420010
445	19613	420152
446	19659	420154
447	19696	419946
448	19745	420013
449	19789	419985
450	19835	419967
451	19875	419851
452	19919	419813
453	19955	419591
454	20015	419894
455	20056	419782
456	20104	419821
457	20143	419662
458	20195	419789
459	20241	419789
460	20279	419619
461	20323	419577
462	20376	419711
463	20440	420095
464	20499	420359
465	20562	420687
466	20613	420795
467	20648	420562
468	20698	420633
469	20740	420555
470	20784	420501
471	20825	420395
472	20873	420433
473	20924	420512
474	20960	420313
475	21010	420382
476	21063	420510
477	21111	420555
478	21152	420449
479	21194	420361
480	21238	420320
481	21283	420286
482	21328	420251
483	21367	420112
484	21413	420098
485	21461	420129
486	21500	419983
487	21539	419843
488	21585	419839
489	21631	419828
490	21672	419713
491	21714	419645
492	21757	419575
493	21801	419525
494	21840	419379
495	21881	419269
496	21932	419373
497	21974	419274
498	22018	419230
499	22067	419289
500	22105	419128
501	22137	418849
502	22174	418674
503	22212	418510
504	22260	418538
505	22308	418571
506	22351	418511
507	22392	418404
508	22437	418379
509	22485	418399
510	22530	418374
511	22569	418239
512	22606	418073
513	22648	417978
514	22694	417968
515	22737	417909
516	22769	417653
517	22809	417521
518	22852	417472
519	22888	417280
520	22934	417274
521	22976	417192
522	23022	417170
523	23060	417027
524	23114	417157
525	23161	417162
526	23204	417116
527	23245	417014
528	23283	416857
529	23328	416835
530	23366	416673
531	23409	416627
532	23453	416576
533	23502	416622
534	23547	416598
535	23586	416465
536	23634	416488
537	23675	416385
538	23717	416310
539	23764	416318
540	23810	416304
541	23853	416248
542	23893	416129
543	23933	416015
544	23974	415925
545	24011	415756
546	24048	415588
547	24094	415587
548	24145	415671
549	24194	415712
550	24236	415625
551	24281	415600
552	24324	415536
553	24366	415468
554	24414	415489
555	24455	415383
556	24502	415407
557	24553	415466
558	24584	415216
559	24627	415147
560	24664	414983
561	24707	414929
562	24750	414862
563	24793	414814
564	24840	414818
565	24884	414763
566	24935	414840
567	24969	414641
568	25016	414639
569	25059	414578
570	25107	414596
571	25144	414439
572	25193	414487
573	25249	414637
574	25285	414466
575	25322	414305
576	25365	414247
577	25409	414195
578	25448	414075
579	25494	414057
580	25538	414017
581	25584	414014
582	25622	413871
583	25658	413697
584	25701	413638
585	25739	413502
586	25782	413435
587	25825	413385
588	25869	413346
589	25913	413295
590	25955	413220
591	25993	413080
592	26039	413076
593	26075	412905
594	26120	412881
595	26167	412881
596	26215	412901
597	26298	413470
598	26346	413491
599	26395	413525
600	26458	413786
601	26502	413741
602	26548	413723
603	26590	413641
604	26621	413405
605	26653	413180
606	26690	413021
607	26735	412988
608	26772	412844
609	26818	412825
610	26858	412727
611	26901	412658
612	26937	412494
613	26975	412366
614	27019	412324
615	27065	412308
616	27113	412323
617	27148	412146
618	27193	412115
619	27236	412064
620	27283	412066
621	27330	412061
622	27378	412089
623	27426	412105
624	27461	411926
625	27503	411851
626	27545	411781
627	27583	411642
628	27634	411712
629	27678	411662
630	27719	411572
631	27752	411365
632	27797	411348
633	27842	411320
634	27876	411129
635	27920	411083
636	27960	410981
637	28002	410904
638	28041	410796
639	28087	410778
640	28130	410724
641	28176	410704
642	28214	410575
643	28258	410534
644	28307	410569
645	28357	410616
646	28395	410487
647	28434	410368
648	28471	410229
649	28508	410089
650	28551	410026
651	28600	410061
652	28640	409961
653	28685	409933
654	28721	409775
655	28757	409622
656	28798	409532
657	28839	409449
658	28886	409449
659	28934	409471
660	28972	409341
661	29017	409320
662	29061	409268
663	29104	409211
664	29140	409057
665	29184	409021
666	29228	408975
667	29261	408782
668	29299	408657
669	29339	408559
670	29390	408616
671	29430	408518
672	29475	408499
673	29517	408432
674	29559	408365
675	29603	408314
676	29641	408197
677	29685	408154
678	29731	408144
679	29769	408022
680	29808	407906
681	29848	407810
682	29895	407816
683	29944	407837
684	29991	407835
685	30033	407767
686	30074	407696
687	30120	407681
688	30157	407544
689	30197	407450
690	30245	407455
691	30294	407490
692	30329	407321
693	30378	407356
694	30421	407301
695	30475	407392
696	30516	407306
697	30554	407187
698	30589	407033
699	30631	406962
700	30678	406955
701	30722	406923
702	30768	406909
703	30816	406923
704	30862	406897
705	30895	406712
706	30931	406569
707	30970	406471
708	31024	406559
709	31065	406481
710	31112	406469
711	31145	406287
712	31182	406157
713	31224	406094
714	31263	405991
715	31308	405958
716	31355	405961
717	31397	405897
718	31449	405957
719	31496	405957
720	31540	405914
721	31579	405810
722	31621	405739
723	31665	405696
724	31703	405590
725	31753	405625
726	31802	405643
727	31850	405662
728	31900	405693
729	31942	405622
730	31983	405551
731	32025	405478
732	32075	405518
733	32112	405387
734	32146	405222
735	32183	405089
736	32223	405006
737	32260	404877
738	32300	404780
739	32349	404802
740	32388	404703
741	32431	404650
742	32477	404637
743	32522	404602
744	32573	404656
745	32609	404518
746	32653	404473
747	32692	404368
748	32735	404317
749	32770	404175
750	32808	404055
751	32853	404030
752	32895	403965
753	32938	403913
754	32987	403938
755	33034	403926
756	33065	403732
757	33097	403550
758	33144	403537
759	33192	403551
760	33233	403473
761	33280	403473
762	33334	403547
763	33391	403665
764	33437	403659
765	33491	403729
766	33551	403886
767	33607	403994
768	33661	404063
769	33702	403991
770	33743	403919
771	33775	403729
772	33823	403733
773	33895	404029
774	33955	404181
775	34009	404254
776	34047	404142
777	34090	404091
778	34123	403916
779	34175	403974
780	34217	403910
781	34251	403752
782	34286	403598
783	34328	403533
784	34382	403605
785	34431	403627
786	34476	403603
787	34516	403506
788	34559	403452
789	34601	403396
790	34640	403291
791	34671	403103
792	34707	402969
793	34744	402838
794	34787	402791
795	34827	402704
796	34868	402623
797	34918	402650
798	34955	402537
799	34994	402438
800	35042	402443
801	35081	402342
802	35129	402353
803	35169	402267
804	35210	402189
805	35247	402065
806	35287	401980
807	35333	401961
808	35371	401856
809	35412	401783
810	35466	401852
811	35507	401771
812	35549	401713
813	35588	401616
814	35632	401573
815	35672	401491
816	35716	401446
817	35754	401337
818	35800	401325
819	35839	401231
820	35882	401179
821	35928	401161
822	35968	401074
823	36014	401049
824	36065	401091
825	36109	401047
826	36147	400946
827	36191	400908
828	36229	400799
829	36267	400692
830	36314	400684
831	36353	400586
832	36397	400548
833	36437	400463
834	36478	400385
835	36523	400361
836	36564	400291
837	36616	400339
838	36661	400304
839	36696	400170
840	36743	400158
841	36779	400036
842	36828	400047
843	36868	399962
844	36916	399968
845	36957	399892
846	37000	399836
847	37036	399712
848	37081	399687
849	37122	399609
850	37166	399575
851	37209	399518
852	37257	399519
853	37301	399479
854	37346	399455
855	37390	399410
856	37439	399424
857	37476	399307
858	37522	399288
859	37562	399215
860	37612	399234
861	37666	399298
862	37713	399288
863	37756	399237
864	37786	399056
865	37831	399022
866	37871	398936
867	37917	398915
868	37953	398799
869	37994	398726
870	38037	398671
871	38073	398544
872	38117	398509
873	38151	398368
874	38199	398368
875	38241	398305
876	38285	398263
877	38321	398140
878	38370	398156
879	38411	398078
880	38454	398029
881	38497	397982
882	38538	397911
883	38580	397845
884	38615	397720
885	38662	397704
886	38717	397777
887	38762	397754
888	38809	397743
889	38849	397665
890	38889	397583
891	38929	397500
892	38975	397478
893	39014	397384
894	39059	397362
895	39105	397335
896	39147	397281
897	39189	397214
898	39231	397161
899	39276	397124
900	39322	397106
901	39366	397069
902	39411	397042
903	39452	396973
904	39499	396959
905	39543	396921
906	39580	396813
907	39625	396775
908	39657	396618
909	39702	396592
910	39748	396568
911	39786	396470
912	39834	396469
913	39873	396382
914	39915	396317
915	39957	396261
916	40000	396210
917	40043	396160
918	40084	396086
919	40124	396010
920	40170	395993
921	40208	395896
922	40252	395853
923	40304	395890
924	40343	395805
925	40382	395714
926	40413	395546
927	40455	395488
928	40497	395425
929	40544	395415
930	40584	395339
931	40643	395448
932	40683	395368
933	40712	395185
934	40753	395113
935	40795	395052
936	40830	394927
937	40878	394923
938	40922	394886
939	40964	394832
940	41010	394811
941	41053	394755
942	41093	394684
943	41135	394618
944	41187	394655
945	41226	394569
946	41268	394517
947	41303	394384
948	41338	394264
949	41375	394160
950	41408	394014
951	41457	394017
952	41534	394296
953	41586	394331
954	41632	394310
955	41680	394305
956	41712	394154
957	41754	394098
958	41801	394083
959	41843	394029
960	41888	393999
961	41932	393959
962	41968	393842
963	42016	393842
964	42054	393747
965	42103	393749
966	42149	393726
967	42188	393646
968	42237	393651
969	42282	393615
970	42325	393569
971	42363	393477
972	42402	393387
973	42438	393276
974	42479	393204
975	42518	393119
976	42562	393081
977	42605	393031
978	42646	392967
979	42689	392913
980	42728	392835
981	42764	392716
982	42800	392604
983	42843	392560
984	42882	392474
985	42919	392365
986	42969	392381
987	43007	392288
988	43051	392256
989	43098	392240
990	43139	392171
991	43185	392152
992	43227	392091
993	43272	392060
994	43312	391989
995	43357	391959
996	43402	391930
997	43440	391832
998	43481	391770
999	43521	391691
1000	43553	391543
1001	43599	391527
1002	43646	391511
1003	43695	391515
1004	43731	391411
1005	43769	391319
1006	43812	391263
1007	43842	391098
1008	43881	391018
1009	43919	390930
1010	43961	390869
1011	44002	390808
1012	44045	390753
1013	44083	390663
1014	44120	390568
1015	44159	390483
1016	44199	390406
1017	44241	390347
1018	44287	390329
1019	44331	390295
1020	44371	390220
1021	44409	390125
1022	44445	390016
1023	44479	389887
1024	44530	389914
1025	44572	389859
1026	44614	389801
1027	44654	389724
1028	44698	389686
1029	44733	389574
1030	44772	389494
1031	44818	389465
1032	44859	389407
1033	44904	389371
1034	44948	389335
1035	44992	389298
1036	45028	389193
1037	45076	389190
1038	45116	389110
1039	45161	389082
1040	45201	389014
1041	45251	389026
1042	45289	388936
1043	45331	388880
1044	45371	388808
1045	45415	388769
1046	45457	388708
1047	45496	388629
1048	45544	388627
1049	45589	388594
1050	45630	388531
1051	45674	388496
1052	45712	388402
1053	45756	388369
1054	45804	388361
1055	45844	388288
1056	45887	388242
1057	45927	388170
1058	45969	388114
1059	46004	388001
1060	46050	387979
1061	46089	387900
1062	46128	387813
1063	46171	387768
1064	46215	387731
1065	46256	387669
1066	46294	387576
1067	46345	387599
1068	46393	387597
1069	46438	387568
1070	46482	387526
1071	46524	387474
1072	46560	387365
1073	46602	387314
1074	46641	387233
1075	46684	387183
1076	46728	387145
1077	46767	387069
1078	46815	387064
1079	46851	386961
1080	46900	386961
1081	46941	386897
1082	46978	386805
1083	47019	386738
1084	47063	386703
1085	47101	386617
1086	47144	386571
1087	47183	386491
1088	47220	386388
1089	47257	386298
1090	47314	386368
1091	47360	386343
1092	47397	386249
1093	47441	386212
1094	47478	386114
1095	47514	386014
1096	47555	385950
1097	47595	385879
1098	47643	385872
1099	47689	385849
1100	47742	385886
1101	47788	385867
1102	47832	385828
1103	47873	385764
1104	47915	385710
1105	47959	385670
1106	48002	385625
1107	48045	385578
1108	48090	385549
1109	48130	385473
1110	48165	385370
1111	48214	385370
1112	48250	385270
1113	48296	385242
1114	48330	385127
1115	48374	385092
1116	48413	385011
1117	48459	384986
1118	48501	384933
1119	48544	384888
1120	48588	384846
1121	48629	384789
1122	48669	384718
1123	48713	384683
1124	48753	384612
1125	48812	384689
1126	48875	384805
1127	48951	385017
1128	48996	384984
1129	49032	384886
1130	49080	384875
1131	49143	384986
1132	49188	384956
1133	49233	384924
1134	49276	384880
1135	49314	384792
1136	49351	384696
1137	49394	384653
1138	49433	384570
1139	49476	384524
1140	49513	384437
1141	49555	384381
1142	49597	384323
1143	49642	384295
1144	49690	384285
1145	49727	384197
1146	49762	384084
1147	49806	384048
1148	49839	383922
1149	49880	383861
1150	49915	383753
1151	49954	383681
1152	49992	383596
1153	50026	383478
1154	50073	383466
1155	50117	383421
1156	50167	383428
1157	50215	383426
1158	50258	383381
1159	50295	383283
1160	50335	383214
1161	50374	383140
1162	50416	383086
1163	50452	382988
1164	50497	382955
1165	50530	382839
1166	50568	382752
1167	50608	382683
1168	50652	382644
1169	50685	382521
1170	50720	382416
1171	50753	382293
1172	50788	382193
1173	50832	382151
1174	50871	382074
1175	50912	382017
1176	50954	381967
1177	50995	381903
1178	51039	381866
1179	51081	381809
1180	51114	381692
1181	51160	381670
1182	51205	381640
1183	51243	381557
1184	51286	381510
1185	51323	381420
1186	51376	381453
1187	51423	381436
1188	51469	381407
1189	51509	381344
1190	51548	381265
1191	51592	381230
1192	51627	381125
1193	51663	381028
1194	51699	380932
1195	51741	380878
1196	51779	380801
1197	51818	380719
1198	51854	380627
1199	51888	380517
1200	51931	380469
1201	51974	380423
1202	52019	380394
1203	52052	380280
1204	52101	380277
1205	52147	380252
1206	52192	380220
1207	52237	380190
1208	52284	380174
1209	52325	380116
1210	52361	380020
1211	52412	380032
1212	52458	380010
1213	52492	379897
1214	52534	379850
1215	52580	379826
1216	52628	379815
1217	52668	379746
1218	52702	379639
1219	52743	379578
1220	52777	379467
1221	52829	379492
1222	52871	379438
1223	52914	379397
1224	52959	379361
1225	53001	379308
1226	53032	379178
1227	53072	379114
1228	53126	379148
1229	53164	379068
1230	53211	379051
1231	53251	378984
1232	53290	378910
1233	53335	378881
1234	53368	378762
1235	53401	378647
1236	53437	378555
1237	53485	378546
1238	53532	378533
1239	53576	378489
1240	53615	378415
1241	53658	378376
1242	53694	378279
1243	53729	378182
1244	53762	378063
1245	53802	377998
1246	53839	377911
1247	53875	377822
1248	53924	377813
1249	53967	377772
1250	54011	377736
1251	54051	377672
1252	54094	377627
1253	54128	377520
1254	54166	377439
1255	54209	377392
1256	54251	377341
1257	54286	377240
1258	54336	377251
1259	54370	377143
1260	54413	377096
1261	54454	377036
1262	54491	376956
1263	54532	376895
1264	54569	376806
1265	54611	376758
1266	54655	376725
1267	54706	376731
1268	54743	376650
1269	54793	376650
1270	54835	376603
1271	54871	376505
1272	54907	376416
1273	54946	376347
1274	54985	376274
1275	55030	376242
1276	55077	376227
1277	55122	376194
1278	55159	376108
1279	55203	376074
1280	55241	375997
1281	55284	375951
1282	55326	375901
1283	55367	375840
1284	55413	375819
1285	55458	375788
1286	55506	375781
1287	55553	375764
1288	55589	375669
1289	55624	375571
1290	55672	375559
1291	55707	375465
1292	55752	375432
1293	55790	375355
1294	55832	375303
1295	55866	375199
1296	55904	375126
1297	55941	375040
1298	55975	374938
1299	56016	374882
1300	56065	374872
1301	56105	374814
1302	56146	374755
1303	56194	374744
1304	56229	374650
1305	56266	374566
1306	56303	374480
1307	56342	374407
1308	56378	374323
1309	56422	374285
1310	56460	374204
1311	56497	374122
1312	56541	374083
1313	56581	374024
1314	56626	373991
1315	56668	373941
1316	56722	373971
1317	56797	374136
1318	56865	374263
1319	56919	374287
1320	56965	374263
1321	57003	374185
1322	57050	374172
1323	57096	374148
1324	57143	374130
1325	57189	374102
1326	57231	374050
1327	57276	374023
1328	57315	373952
1329	57350	373856
1330	57397	373839
1331	57433	373749
1332	57481	373735
1333	57528	373717
1334	57575	373700
1335	57625	373705
1336	57660	373607
1337	57706	373581
1338	57750	373545
1339	57791	373487
1340	57826	373391
1341	57873	373374
1342	57914	373315
1343	57952	373240
1344	57992	373177
1345	58035	373137
1346	58087	373148
1347	58128	373092
1348	58172	373056
1349	58215	373009
1350	58259	372971
1351	58298	372906
1352	58333	372810
1353	58366	372702
1354	58407	372646
1355	58446	372576
1356	58483	372491
1357	58527	372454
1358	58561	372356
1359	58613	372369
1360	58654	372309
1361	58691	372230
1362	58731	372166
1363	58773	372115
1364	58812	372051
1365	58849	371967
1366	58891	371916
1367	58930	371848
1368	58976	371826
1369	59012	371734
1370	59051	371664
1371	59087	371577
1372	59133	371556
1373	59167	371454
1374	59214	371438
1375	59254	371375
1376	59284	371249
1377	59318	371148
1378	59358	371089
1379	59396	371013
1380	59442	370988
1381	59486	370949
1382	59525	370880
1383	59562	370799
1384	59608	370775
1385	59658	370778
1386	59706	370763
1387	59750	370727
1388	59798	370717
1389	59835	370637
1390	59872	370557
1391	59911	370484
1392	59953	370436
1393	59989	370351
1394	60022	370245
1395	60072	370247
1396	60113	370189
1397	60154	370135
1398	60183	370008
1399	60228	369972
1400	60269	369919
1401	60303	369824
1402	60352	369815
1403	60388	369728
1404	60421	369623
1405	60463	369575
1406	60498	369481
1407	60546	369470
1408	60586	369410
1409	60632	369383
1410	60670	369308
1411	60706	369227
1412	60738	369115
1413	60780	369066
1414	60816	368981
1415	60854	368908
1416	60899	368880
1417	60938	368808
1418	60981	368765
1419	61026	368737
1420	61066	368678
1421	61118	368689
1422	61155	368612
1423	61193	368535
1424	61238	368507
1425	61276	368429
1426	61310	368332
1427	61340	368216
1428	61375	368125
1429	61409	368028
1430	61458	368020
1431	61498	367962
1432	61554	367992
1433	61601	367974
1434	61649	367961
1435	61694	367933
1436	61729	367842
1437	61767	367767
1438	61806	367701
1439	61854	367689
1440	61899	367661
1441	61943	367620
1442	61991	367612
1443	62032	367558
1444	62086	367575
1445	62133	367560
1446	62176	367515
1447	62223	367498
1448	62266	367454
1449	62305	367390
1450	62353	367375
1451	62403	367373
1452	62441	367300
1453	62489	367286
1454	62533	367249
1455	62585	367260
1456	62633	367243
1457	62687	367268
1458	62730	367222
1459	62780	367224
1460	62826	367198
1461	62871	367165
1462	62913	367120
1463	62961	367102
1464	63009	367089
1465	63059	367089
1466	63110	367088
1467	63154	367050
1468	63199	367019
1469	63238	366953
1470	63291	366967
1471	63332	366915
1472	63368	366832
1473	63417	366822
1474	63465	366806
1475	63515	366806
1476	63557	366755
1477	63597	366699
1478	63647	366694
1479	63692	366662
1480	63747	366687
1481	63787	366626
1482	63830	366582
1483	63877	366565
1484	63914	366487
1485	63960	366457
1486	64000	366399
1487	64053	366416
1488	64098	366382
1489	64143	366350
1490	64205	366417
1491	64266	366473
1492	64331	366558
1493	64381	366552
1494	64429	366537
1495	64495	366624
1496	64538	366578
1497	64576	366509
1498	64623	366487
1499	64676	366498
1500	64720	366462
1501	64773	366473
1502	64819	366447
1503	64868	366438
1504	64917	366430
1505	64964	366406
1506	65013	366398
1507	65072	366441
1508	65114	366390
1509	65160	366366
1510	65194	366272
1511	65239	366236
1512	65278	366172
1513	65329	366172
1514	65372	366128
1515	65408	366044
1516	65443	365959
1517	65487	365916
1518	65528	365863
1519	65566	365791
1520	65615	365780
1521	65667	365786
1522	65718	365789
1523	65761	365745
1524	65817	365770
1525	65868	365770
1526	65914	365743
1527	65960	365717
1528	66006	365692
1529	66045	365622
1530	66085	365564
1531	66132	365543
1532	66179	365518
1533	66225	365491
1534	66275	365487
1535	66312	365407
1536	66359	365386
1537	66417	365423
1538	66469	365432
1539	66513	365395
1540	66560	365368
1541	66607	365348
1542	66659	365354
1543	66708	365339
1544	66755	365319
1545	66803	365300
1546	66853	365298
1547	66902	365284
1548	66955	365293
1549	67003	365276
1550	67046	365230
1551	67098	365236
1552	67146	365218
1553	67210	365289
1554	67266	365318
1555	67309	365273
1556	67365	365296
1557	67418	365303
1558	67465	365281
1559	67516	365279
1560	67566	365274
1561	67609	365231
1562	67660	365227
1563	67706	365198
1564	67753	365174
1565	67794	365121
1566	67838	365083
1567	67884	365054
1568	67925	364998
1569	67973	364978
1570	68011	364906
1571	68061	364900
1572	68103	364848
1573	68149	364819
1574	68184	364735
1575	68228	364694
1576	68265	364618
1577	68312	364593
1578	68347	364503
1579	68388	364447
1580	68430	364401
1581	68468	364329
1582	68499	364220
1583	68541	364168
1584	68582	364116
1585	68623	364056
1586	68662	363992
1587	68703	363935
1588	68746	363894
1589	68781	363805
1590	68823	363754
1591	68862	363689
1592	68911	363679
1593	68956	363644
1594	68994	363575
1595	69039	363537
1596	69086	363515
1597	69126	363455
1598	69166	363394
1599	69208	363346
1600	69252	363307
1601	69298	363277
1602	69339	363221
1603	69377	363148
1604	69405	363028
1605	69446	362975
1606	69486	362912
1607	69535	362900
1608	69576	362842
1609	69617	362791
1610	69659	362741
1611	69699	362678
1612	69733	362590
1613	69768	362504
1614	69808	362444
1615	69849	362387
1616	69893	362347
1617	69939	362318
1618	69977	362250
1619	70019	362200
1620	70065	362171
1621	70115	362162
1622	70168	362172
1623	70210	362117
1624	70254	362082
1625	70303	362068
1626	70355	362066
1627	70413	362099
1628	70464	362100
1629	70503	362031
1630	70539	361954
1631	70574	361869
1632	70615	361811
1633	70663	361791
1634	70704	361737
1635	70747	361693
1636	70789	361644
1637	70828	361579
1638	70874	361549
1639	70912	361481
1640	70966	361494
1641	71005	361427
1642	71045	361368
1643	71083	361295
1644	71127	361260
1645	71165	361187
1646	71211	361161
1647	71244	361066
1648	71289	361028
1649	71329	360968
1650	71377	360952
1651	71420	360906
1652	71463	360862
1653	71502	360796
1654	71551	360784
1655	71584	360688
1656	71618	360601
1657	71661	360555
1658	71703	360504
1659	71750	360479
1660	71792	360431
1661	71836	360393
1662	71881	360359
1663	71917	360276
