iter	Logloss
333	0.1136059756
334	0.1133720222
335	0.1130960641
336	0.1127621467
337	0.1125302181
338	0.1124075431
339	0.1119973951
340	0.1118816221
341	0.1116421975
342	0.1116341637
343	0.1113238444
344	0.1110296203
345	0.1105444455
346	0.1101402093
347	0.1098230731
348	0.1095981408
349	0.1092901849
350	0.1091979024
351	0.1089520626
352	0.1087169011
353	0.1085173835
354	0.1083348125
355	0.1082814026
356	0.1082376362
357	0.1079660531
358	0.1079573959
359	0.1079432288
360	0.1076840593
361	0.1074142149
362	0.1072203723
363	0.1069325684
364	0.1067746533
365	0.1067642235
366	0.1067507548
367	0.1067252869
368	0.1066033751
369	0.1065960857
370	0.1064373851
371	0.1063075971
372	0.106110782
373	0.1056294876
374	0.1054464088
375	0.1052421011
376	0.1051790222
377	0.1046336726
378	0.1043171151
379	0.1041030856
380	0.103862503
381	0.1036075955
382	0.1034615262
383	0.1032737283
384	0.1031707442
385	0.1031009877
386	0.1029360319
387	0.1028776232
388	0.1027671761
389	0.1027608505
390	0.1025182772
391	0.1022248751
392	0.1019844843
393	0.1019033096
394	0.101889937
395	0.1016917001
396	0.1014634666
397	0.1012724824
398	0.1011011788
399	0.1009269855
400	0.1007268716
401	0.1006503719
402	0.1005853998
403	0.1005173377
404	0.1002186345
405	0.09997436111
406	0.0998330004
407	0.09982696966
408	0.09959792405
409	0.09942437623
410	0.09930492032
411	0.09917843116
412	0.099051551
413	0.09886353438
414	0.09860388911
415	0.09858439219
416	0.09853598842
417	0.09851920342
418	0.09812839057
419	0.09787664174
420	0.09738005585
421	0.09722911148
422	0.09699430943
423	0.09690467544
424	0.09673623895
425	0.09663663852
426	0.09657296157
427	0.09657287722
428	0.09641330571
429	0.09604199744
430	0.09596115708
431	0.09584391467
432	0.09571887523
433	0.09557522887
434	0.09550420081
435	0.09534057727
436	0.09501658987
437	0.09476890923
438	0.09473198547
439	0.09445368172
440	0.09444598468
441	0.09430835287
442	0.09401330129
443	0.09393912142
444	0.09382985746
445	0.09363959719
446	0.09347462738
447	0.09336806323
448	0.09303447249
449	0.09292886196
450	0.09273103539
451	0.09252899818
452	0.09238296136
453	0.0922134054
454	0.09219386003
455	0.09218637475
456	0.09191359391
457	0.09167685952
458	0.09153558736
459	0.09141837448
460	0.0912763653
461	0.09118112579
462	0.09106413362
463	0.09094596316
464	0.09077594853
465	0.09057130683
466	0.09040219319
467	0.09029098087
468	0.09003433659
469	0.08984761619
470	0.0897533639
471	0.08970255584
472	0.08948633555
473	0.08915528913
474	0.08909870983
475	0.08896598202
476	0.0887966549
477	0.08873056134
478	0.08867755402
479	0.08863139007
480	0.08854254374
481	0.08840939789
482	0.08820284906
483	0.08791514778
484	0.0878323884
485	0.0876480677
486	0.08744584338
487	0.08735627794
488	0.08722025019
489	0.08701187156
490	0.0868170153
491	0.08664160292
492	0.0866006404
493	0.08640251432
494	0.08632717007
495	0.08612988646
496	0.08599081528
497	0.08583722113
498	0.08573782973
499	0.08560656012
500	0.08560059254
501	0.08554345609
502	0.08532636435
503	0.08512312222
504	0.08485419199
505	0.08462962876
506	0.08457106807
507	0.08450012919
508	0.08441894212
509	0.08429036109
510	0.08422309186
511	0.08410742759
512	0.08410192487
513	0.08400232983
514	0.0838332723
515	0.08376930879
516	0.08362535908
517	0.08359494495
518	0.08341279808
519	0.08332492916
520	0.08312948063
521	0.08294255997
522	0.08268854973
523	0.08268648871
524	0.08266090735
525	0.0825372618
526	0.08237529669
527	0.0822948935
528	0.08213808863
529	0.0820427992
530	0.0818652414
531	0.0816454595
532	0.0814396893
533	0.0813733812
534	0.08130789676
535	0.08113037639
536	0.08091954744
537	0.08078068344
538	0.08071032896
539	0.08063829762
540	0.08028613091
541	0.08021905432
542	0.08007823213
543	0.0800776978
544	0.08003386131
545	0.07983503475
546	0.07969045397
547	0.07953310343
548	0.0795293253
549	0.07942866207
550	0.07929002859
551	0.07923507108
552	0.07902553481
553	0.07896356775
554	0.07890798029
555	0.07882344781
556	0.07863558982
557	0.07850702107
558	0.07850156029
559	0.07844604105
560	0.07844174735
561	0.07830713301
562	0.07814710537
563	0.07804168134
564	0.07780470198
565	0.07762771701
566	0.07757387453
567	0.07757010373
568	0.07747202089
569	0.07740377836
570	0.07729850067
571	0.07716677464
572	0.07703228712
573	0.07680034935
574	0.07665535626
575	0.07660477977
576	0.07631621255
577	0.07627227345
578	0.07625674727
579	0.07625610763
580	0.07624859768
581	0.07615317889
582	0.07593981354
583	0.07574870799
584	0.0757173865
585	0.07565435111
586	0.0755955747
587	0.07553941666
588	0.0754304847
589	0.07519815311
590	0.07510328966
591	0.0750395724
592	0.07494996111
593	0.07461603893
594	0.07439645179
595	0.07432272868
596	0.0741890357
597	0.07406469735
598	0.07401000007
599	0.07396618871
600	0.07379523659
601	0.07378287384
602	0.07366243598
603	0.07347296655
604	0.07346730011
605	0.07346724996
606	0.07345762609
607	0.07344886619
608	0.07336879893
609	0.07335540467
610	0.07321058442
611	0.07306566912
612	0.07294626123
613	0.07288849795
614	0.07271789061
615	0.07268083787
616	0.07241171482
617	0.0723707947
618	0.07231793903
619	0.07230260963
620	0.0722993023
621	0.07225869152
622	0.07219954018
623	0.07203491791
624	0.07192797133
625	0.07187234353
626	0.07176055758
627	0.07174347248
628	0.07169617325
629	0.07155530632
630	0.07150119337
631	0.07141705755
632	0.07130471017
633	0.07128538161
634	0.07128527797
635	0.07126131183
636	0.07123985488
637	0.07121287648
638	0.07117021823
639	0.07108505514
640	0.07103723184
641	0.0709508638
642	0.07090382676
643	0.07087922326
644	0.0706937358
645	0.07058842867
646	0.07049203438
647	0.07042781961
648	0.07042412521
649	0.07030593537
650	0.070163657
651	0.07010855614
652	0.07004505678
653	0.0699378446
654	0.06983645391
655	0.06983103922
656	0.06977491139
657	0.0696094973
658	0.06955562689
659	0.06951186006
660	0.0694854356
661	0.06940957375
662	0.06934865247
663	0.0692679084
664	0.06926773796
665	0.06919963957
666	0.0691609455
667	0.06902886511
668	0.06902260371
669	0.06900364316
670	0.06894316817
671	0.06890706964
672	0.0688432194
673	0.06878295011
674	0.06863393144
675	0.06860186367
676	0.06859917664
677	0.06839499021
678	0.06821919352
679	0.06812685831
680	0.06807899285
681	0.06805321041
682	0.06791986621
683	0.06790940538
684	0.06785786823
685	0.06784348639
686	0.06778437287
687	0.06758142779
688	0.06749356634
689	0.06745905116
690	0.06737219785
691	0.06722276629
692	0.06719744304
693	0.06717396332
694	0.06706098369
695	0.06691682119
696	0.06681718691
697	0.06681706852
698	0.06681644012
699	0.06673827074
700	0.06668476313
701	0.06656316897
702	0.06647782868
703	0.06643347408
704	0.06632838541
705	0.06629464609
706	0.06617872573
707	0.06614209886
708	0.0659728966
709	0.06592074424
710	0.06586011107
711	0.06586002915
712	0.06584223776
713	0.06565897587
714	0.06563048685
715	0.06553651112
716	0.06546102794
717	0.06537259914
718	0.06531040143
719	0.06526384775
720	0.065225595
721	0.06513615749
722	0.06508315691
723	0.0650607733
724	0.06498992441
725	0.06491572906
726	0.06477660955
727	0.06468258651
728	0.06462067151
729	0.06455129431
730	0.06450292676
731	0.06438212154
732	0.06433042347
733	0.06427050054
734	0.0642704966
735	0.06421597879
736	0.06414599964
737	0.06409118428
738	0.06395346456
739	0.06388222831
740	0.0638816039
741	0.0638788222
742	0.06378405161
743	0.06365817888
744	0.06354328064
745	0.06354052478
746	0.0634026921
747	0.06328707462
748	0.06323924804
749	0.06313249418
750	0.0631324122
751	0.0630768577
752	0.06302345605
753	0.06294477873
754	0.06275634547
755	0.06270711048
756	0.06270678021
757	0.06270672814
758	0.06263300596
759	0.06255666006
760	0.06249525915
761	0.06242252466
762	0.06237021084
763	0.06227012909
764	0.06220795008
765	0.06212560858
766	0.06209869458
767	0.06205605128
768	0.0620061734
769	0.06191601134
770	0.0618987498
771	0.06189859215
772	0.0618759432
773	0.06181442375
774	0.06169431027
775	0.0616216044
776	0.06149595791
777	0.06139080958
778	0.06135049644
779	0.06131115468
780	0.0612318829
781	0.06113776104
782	0.06113768894
783	0.06112146627
784	0.06105099879
785	0.06103154727
786	0.0610132853
787	0.06100373493
788	0.06100351175
789	0.06099137563
790	0.06099119372
791	0.06095005849
792	0.06093433409
793	0.06088090581
794	0.06085177003
795	0.0607554601
796	0.06067057268
797	0.0605375466
798	0.06052425549
799	0.06049087046
800	0.06040623764
801	0.06037468868
802	0.06021689856
803	0.06021685333
804	0.06016816454
805	0.06016737616
806	0.06016696088
807	0.06015374774
808	0.0600967328
809	0.06005016189
810	0.05991659621
811	0.05984271921
812	0.05980062047
813	0.05973648172
814	0.05968367267
815	0.0596836721
816	0.05963086384
817	0.05951493768
818	0.05937684207
819	0.05932387778
820	0.05925830844
821	0.05913490661
822	0.05910270723
823	0.059035236
824	0.05894863652
825	0.05893097948
826	0.05883274383
827	0.0588114817
828	0.05878789006
829	0.0587852182
830	0.05875168106
831	0.05870588324
832	0.05864430144
833	0.05854641407
834	0.05849787117
835	0.05845291518
836	0.05839942622
837	0.05829733023
838	0.05824869986
839	0.05824847583
840	0.05824470262
841	0.05824227156
842	0.05821395244
843	0.05816465314
844	0.0580778721
845	0.05804713869
846	0.05800008558
847	0.05799969611
848	0.05799208353
849	0.05788065654
850	0.05785715392
851	0.05778370133
852	0.05776139605
853	0.05773479477
854	0.05761798015
855	0.05757019966
856	0.05751849368
857	0.05749862398
858	0.05740045892
859	0.05737274333
860	0.05731824495
861	0.05727002782
862	0.05724593457
863	0.05722808882
864	0.05722801513
865	0.05720691091
866	0.05713189856
867	0.05706540618
868	0.05702918209
869	0.05694531055
870	0.05694466696
871	0.05693330388
872	0.05693022052
873	0.05692962562
874	0.05692346914
875	0.05688217085
876	0.05685682094
877	0.05682875576
878	0.05680986799
879	0.05679726106
880	0.05679706712
881	0.05677609657
882	0.05670332151
883	0.05670326261
884	0.05669322784
885	0.05666802818
886	0.05661526761
887	0.05658136033
888	0.05649825239
889	0.05647254616
890	0.05645426306
891	0.05627516052
892	0.0561862203
893	0.05612348985
894	0.05600916957
895	0.05592945812
896	0.05582559188
897	0.05573107573
898	0.05569036583
899	0.05562568738
900	0.05552185679
901	0.05552183444
902	0.05542813016
903	0.0553720178
904	0.05534047074
905	0.05520901285
906	0.05520888343
907	0.05516764953
908	0.05516749626
909	0.05516180774
910	0.05509914455
911	0.05504653588
912	0.0549177288
913	0.05488899278
914	0.0548612419
915	0.05481780966
916	0.05474310656
917	0.05470104776
918	0.05459362693
919	0.05456277911
920	0.05449944363
921	0.05446696276
922	0.05441035578
923	0.05430077992
924	0.05430049376
925	0.05428029671
926	0.05428023706
927	0.05424929749
928	0.05419571033
929	0.05415226694
930	0.05415224314
931	0.05409246259
932	0.05405485127
933	0.05405479894
934	0.05400854349
935	0.05400854349
936	0.05398247985
937	0.05388239848
938	0.05383961542
939	0.05380045011
940	0.05373012208
941	0.05366822212
942	0.05366816522
943	0.05363072172
944	0.05359364402
945	0.0535737436
946	0.0535549932
947	0.05355482811
948	0.05355291767
949	0.05355115737
950	0.05350953968
951	0.05345665799
952	0.05340297352
953	0.05337298632
954	0.05337297593
955	0.05331685361
956	0.05331684604
957	0.05328271162
958	0.05326333978
959	0.0531927529
960	0.05307523705
961	0.05303421478
962	0.05303415107
963	0.05303408766
964	0.05303405895
965	0.05301088171
966	0.05298880914
967	0.05294628457
968	0.05290791825
969	0.05283781391
970	0.05273740845
971	0.05273698213
972	0.05272840806
973	0.05272826209
974	0.05272656177
975	0.05272653966
976	0.05270000475
977	0.05266636535
978	0.05266601766
979	0.05261236073
980	0.05261222574
981	0.05260949543
982	0.0525601575
983	0.05250758988
984	0.05243735812
985	0.05243727939
986	0.05241335948
987	0.05233385908
988	0.05225494599
989	0.05220383312
990	0.05215209895
991	0.05209577076
992	0.05204352597
993	0.05201524791
994	0.05199401564
995	0.05192469085
996	0.05189314915
997	0.05189307744
998	0.05188148347
999	0.05188142571
1000	0.05186731085
1001	0.051853916
1002	0.05176138435
1003	0.05175007367
1004	0.05174995503
1005	0.05173633997
1006	0.05173270231
1007	0.05173266299
1008	0.05172192579
1009	0.05172177309
1010	0.0516573851
1011	0.05165706111
1012	0.05165694
1013	0.05165154122
1014	0.05158138087
1015	0.05158120202
1016	0.05157047779
1017	0.05152516375
1018	0.05147329142
1019	0.05141434344
1020	0.0513809627
1021	0.05136914742
1022	0.05136902532
1023	0.0513688529
1024	0.05132205304
1025	0.05126817526
1026	0.05123818841
1027	0.05122900119
1028	0.05122866918
1029	0.05122862241
1030	0.05122846622
1031	0.05118342277
1032	0.05113967852
1033	0.05110924388
1034	0.05106680217
1035	0.05104285198
1036	0.05104279699
1037	0.05099564039
1038	0.05094725717
1039	0.05082674074
1040	0.05081109835
1041	0.05070223701
1042	0.0506593185
1043	0.05063701618
1044	0.05059412112
1045	0.05055393596
1046	0.05049410501
1047	0.0504575262
1048	0.05042609465
1049	0.05039491364
1050	0.05033859165
1051	0.05029610026
1052	0.05021807072
1053	0.05012448483
1054	0.05010325787
1055	0.05007828668
1056	0.04997962605
1057	0.04995027052
1058	0.049950139
1059	0.04994634017
1060	0.04985771807
1061	0.04981181718
1062	0.04976294527
1063	0.04974843433
1064	0.04970368953
1065	0.04965300095
1066	0.04965299271
1067	0.04962360417
1068	0.04956821114
1069	0.04952926662
1070	0.04952080601
1071	0.04951598486
1072	0.04951590164
1073	0.04947338829
1074	0.04945274094
1075	0.04943123173
1076	0.04942013593
1077	0.04937662753
1078	0.04933469965
1079	0.04933450766
1080	0.04930245763
1081	0.04927593991
1082	0.04927577689
1083	0.04927543619
1084	0.04927540033
1085	0.04922722692
1086	0.04916622079
1087	0.04898660727
1088	0.04893184764
1089	0.04887025155
1090	0.04881567635
1091	0.04878550355
1092	0.0487519047
1093	0.04873234062
1094	0.04869413124
1095	0.04863927963
1096	0.04859253361
1097	0.04855207382
1098	0.04848926339
1099	0.04841839965
1100	0.04839681868
1101	0.04838623542
1102	0.04833600798
1103	0.04833013155
1104	0.04830950727
1105	0.04830948239
1106	0.04830026039
1107	0.04830021416
1108	0.04829168341
1109	0.04826548814
1110	0.04826543175
1111	0.04824687761
1112	0.04824674258
1113	0.04823562784
1114	0.04819714885
1115	0.0481390581
1116	0.04813540379
1117	0.0481244556
1118	0.04803980851
1119	0.04801020875
1120	0.047996401
1121	0.04799639205
1122	0.04794927161
1123	0.04787805663
1124	0.04778761894
1125	0.04777254575
1126	0.04776062012
1127	0.04771581454
1128	0.04756973755
1129	0.0475195262
1130	0.04750595647
1131	0.04745450467
1132	0.04742921037
1133	0.04739932088
1134	0.0473420126
1135	0.0473417231
1136	0.04730947715
1137	0.04729060953
1138	0.04729009042
1139	0.04728484241
1140	0.04723873422
1141	0.04718774524
1142	0.04704614872
1143	0.04701553537
1144	0.04697144622
1145	0.04697138709
1146	0.04697123066
1147	0.04697082216
1148	0.04697058856
1149	0.04697044514
1150	0.04697031377
1151	0.04697009389
1152	0.04694457461
1153	0.04690087609
1154	0.0468407504
1155	0.04681497535
1156	0.04674451485
1157	0.04671232797
1158	0.04670554689
1159	0.04670553806
1160	0.04668966945
1161	0.04668955124
1162	0.04663309315
1163	0.04660924449
1164	0.04660907303
1165	0.04655536927
1166	0.04654455326
1167	0.04652462654
1168	0.04647257463
1169	0.04647239404
1170	0.04647222114
1171	0.04647215005
1172	0.04642862005
1173	0.04639245501
1174	0.04637748929
1175	0.04633937459
1176	0.0463314485
1177	0.04633140701
1178	0.04630923028
1179	0.04629585417
1180	0.04629580694
1181	0.04627556285
1182	0.04621527357
1183	0.04621358646
1184	0.04621346401
1185	0.04621322484
1186	0.04619101613
1187	0.04615286525
1188	0.0461443604
1189	0.04611464015
1190	0.04610098758
1191	0.04605201984
1192	0.04605191773
1193	0.04604075432
1194	0.04604061189
1195	0.04601231892
1196	0.04601228161
1197	0.04597144002
1198	0.04597143234
1199	0.045936871
1200	0.04593272967
1201	0.04593254842
1202	0.04593222809
1203	0.04593197354
1204	0.04593192325
1205	0.04592938506
1206	0.04585840321
1207	0.04582995321
1208	0.04582977285
1209	0.04582148564
1210	0.04582137465
1211	0.04579400107
1212	0.04579307963
1213	0.04579290435
1214	0.04579284973
1215	0.04578279706
1216	0.04575583802
1217	0.04575579342
1218	0.04575564011
1219	0.04571804964
1220	0.04571796278
1221	0.04570588226
1222	0.04568095232
1223	0.0456308854
1224	0.04558187245
1225	0.04555573906
1226	0.04555572473
1227	0.04553176835
1228	0.04551984805
1229	0.04551983983
1230	0.04550703413
1231	0.04550702681
1232	0.04548526488
1233	0.04546494331
1234	0.04546479063
1235	0.04546468587
1236	0.04542553341
1237	0.04538718522
1238	0.04531106892
1239	0.04527318187
1240	0.0452728984
1241	0.04524411945
1242	0.04524407797
1243	0.04522761277
1244	0.04522757564
1245	0.0452152456
1246	0.04519696888
1247	0.04519695701
1248	0.04515541868
1249	0.04513132612
1250	0.04511138049
1251	0.04508197459
1252	0.04508184731
1253	0.04507728752
1254	0.04503794642
1255	0.04502355703
1256	0.04502352815
1257	0.04502309569
1258	0.04500510611
1259	0.04500510563
1260	0.04498352822
1261	0.04498345793
1262	0.04498344082
1263	0.04498339363
1264	0.04496860541
1265	0.04496781109
1266	0.04496780821
1267	0.04493217608
1268	0.04492961179
1269	0.0449161978
1270	0.04489789028
1271	0.0448978539
1272	0.04489691511
1273	0.04489168388
1274	0.04489150085
1275	0.04487495498
1276	0.04487443389
1277	0.04484950932
1278	0.04482351441
1279	0.04477685975
1280	0.0447529661
1281	0.04469786721
1282	0.04465079471
1283	0.0445909713
1284	0.04459095949
1285	0.04456504055
1286	0.04454779653
1287	0.04454163785
1288	0.04454156215
1289	0.04454156061
1290	0.04451992759
1291	0.04449857619
1292	0.04448658325
1293	0.04448658193
1294	0.04447091599
1295	0.04447087717
1296	0.04446179589
1297	0.04446167097
1298	0.04446146279
1299	0.04446037856
1300	0.04442356394
1301	0.04440289293
1302	0.04436813406
1303	0.04436813042
1304	0.04434926215
1305	0.04434924543
1306	0.04434865154
1307	0.0443486163
1308	0.04432845859
1309	0.04431406316
1310	0.04431404655
1311	0.04430269938
1312	0.04428493102
1313	0.04428490195
1314	0.04428480672
1315	0.04428471224
1316	0.04425991857
1317	0.04425990469
1318	0.04423414681
1319	0.04423414473
1320	0.04421315883
1321	0.04418152158
1322	0.04415536087
1323	0.04407981182
1324	0.04405927248
1325	0.04403071177
1326	0.04403059947
1327	0.04402824636
1328	0.04398934445
1329	0.04397396706
1330	0.04389260062
1331	0.04389050695
1332	0.04385642813
1333	0.04381316399
1334	0.0437708308
1335	0.04375647137
1336	0.04375637294
1337	0.04375622085
1338	0.04375565905
1339	0.04373226519
1340	0.04373215806
1341	0.0437016697
1342	0.04368439423
1343	0.0436488411
1344	0.04364881365
1345	0.04363580859
1346	0.04355413812
1347	0.04350894639
1348	0.04349205714
1349	0.04345575883
1350	0.04341559646
1351	0.04341541666
1352	0.04341540898
1353	0.0434149877
1354	0.04339660756
1355	0.04339658435
1356	0.04339640524
1357	0.04338285074
1358	0.04338280509
1359	0.04337074376
1360	0.04337064977
1361	0.04332914873
1362	0.04329864012
1363	0.04328483616
1364	0.04328466324
1365	0.0432585551
1366	0.04325849561
1367	0.04325217954
1368	0.0432444323
1369	0.04324441428
1370	0.04324327918
1371	0.0432432033
1372	0.04322562602
1373	0.04322559178
1374	0.04320815971
1375	0.04320800232
1376	0.04320473438
1377	0.04320392414
1378	0.04317372633
1379	0.04317367074
1380	0.04312364943
1381	0.04312354467
1382	0.04312354115
1383	0.04309091749
1384	0.04309091381
1385	0.043067502
1386	0.04301591392
1387	0.04301561649
1388	0.04290863993
1389	0.0429085467
1390	0.04289369255
1391	0.04289358629
1392	0.04289077672
1393	0.04288269374
1394	0.04288268229
1395	0.04284912712
1396	0.04284910086
1397	0.04284907611
1398	0.04284905647
1399	0.04284432335
1400	0.04283347028
1401	0.04283340689
1402	0.04282897336
1403	0.04282411045
1404	0.04282400485
1405	0.04281504973
1406	0.0428150474
1407	0.04280470911
1408	0.04279361104
1409	0.04279360199
1410	0.04278783419
1411	0.04278775184
1412	0.04278755954
1413	0.04277499257
1414	0.04274461946
1415	0.0427446169
1416	0.04272770174
1417	0.04272769908
1418	0.04268507801
1419	0.04266220292
1420	0.04266210468
1421	0.04262295275
1422	0.04262279979
1423	0.04262017465
1424	0.04260629413
1425	0.0426019308
1426	0.04260191877
1427	0.04260187142
1428	0.04260132702
1429	0.0426012172
1430	0.04258760104
1431	0.04256243397
1432	0.04250651972
1433	0.04245549146
1434	0.04244839367
1435	0.04244350998
1436	0.04244346347
1437	0.0424431251
1438	0.04244308824
1439	0.04243934155
1440	0.04243933319
1441	0.04237586245
1442	0.04234988772
1443	0.0423498625
1444	0.04232011765
1445	0.04231051141
1446	0.04231049274
1447	0.04229609585
1448	0.04227342787
1449	0.04227336254
1450	0.04225377719
1451	0.04222169484
1452	0.04222169208
1453	0.04220716542
1454	0.04216761131
1455	0.04215301937
1456	0.04215291003
1457	0.04212107976
1458	0.04212107792
1459	0.04208580781
1460	0.04207009622
1461	0.042042934
1462	0.04204293082
1463	0.04197594133
1464	0.04191057245
1465	0.04186597772
1466	0.04183917466
1467	0.04182165906
1468	0.04180762268
1469	0.04180759131
1470	0.04179176576
1471	0.04179170664
1472	0.04178350787
1473	0.04175490251
1474	0.0417416227
1475	0.0417412213
1476	0.04174101933
1477	0.04174097592
1478	0.0417225163
1479	0.04172251161
1480	0.0417142392
1481	0.04171423751
1482	0.04168029052
1483	0.04165952032
1484	0.04165947137
1485	0.04165945701
1486	0.0416500297
1487	0.04160321098
1488	0.04160314617
1489	0.0415688901
1490	0.04156887017
1491	0.04156663264
1492	0.0414702222
1493	0.04144117118
1494	0.0414141365
1495	0.04139924204
1496	0.04136909795
1497	0.04135758587
1498	0.04135736899
1499	0.04133276623
1500	0.04133266088
1501	0.04133256831
1502	0.04130499534
