iter	Logloss
2567	0.03427113125
2568	0.03426403552
2569	0.03426401432
2570	0.03426384184
2571	0.03426382618
2572	0.03426382245
2573	0.03426381621
2574	0.03425807384
2575	0.03425790868
2576	0.03425784842
2577	0.03425783054
2578	0.03425436407
2579	0.03425435243
2580	0.03424720632
2581	0.03424717664
2582	0.03424712311
2583	0.03423794403
2584	0.03423208219
2585	0.03423033156
2586	0.0342161683
2587	0.03421603797
2588	0.03421602789
2589	0.03421598965
2590	0.03421552378
2591	0.03421550688
2592	0.03420878183
2593	0.03420877516
2594	0.03418263435
2595	0.03415331567
2596	0.0341531323
2597	0.0341531241
2598	0.03414755466
2599	0.03414752122
2600	0.03414702032
2601	0.03414700403
2602	0.03414069381
2603	0.03414062467
2604	0.03414062046
2605	0.0341400548
2606	0.03413965943
2607	0.03413963461
2608	0.0341395982
2609	0.03413958408
2610	0.03413940697
2611	0.03413934057
2612	0.03413924782
2613	0.03413921217
2614	0.03412981596
2615	0.03412978854
2616	0.03412976502
2617	0.03412974568
2618	0.03412968012
2619	0.03412964957
2620	0.03412959752
2621	0.03412511871
2622	0.03412449132
2623	0.03412449036
2624	0.03412446294
2625	0.03412436023
2626	0.0341243442
2627	0.03412432409
2628	0.03411728581
2629	0.0341172713
2630	0.03411707819
2631	0.0341163154
2632	0.03411629316
2633	0.03411627796
2634	0.03411622269
2635	0.03409768131
2636	0.03409764011
2637	0.03409125652
2638	0.03409121863
2639	0.03408729091
2640	0.03408708462
2641	0.03408700593
2642	0.03408235852
2643	0.03408216207
2644	0.03407633025
2645	0.03407632745
2646	0.03407059764
2647	0.03407057199
2648	0.03407055202
2649	0.03406922005
2650	0.03406889136
2651	0.03406840422
2652	0.0340684016
2653	0.0340682925
2654	0.03406808336
2655	0.03406808181
2656	0.03406112569
2657	0.03406071845
2658	0.03406069186
2659	0.03405431945
2660	0.03405429673
2661	0.03405233072
2662	0.03405231114
2663	0.03405221838
2664	0.03405164542
2665	0.03403847892
2666	0.03403846148
2667	0.03403842199
2668	0.03403824621
2669	0.03402098432
2670	0.03402087659
2671	0.03402085323
2672	0.03401147092
2673	0.03399945556
2674	0.03399944728
2675	0.0339888207
2676	0.03398879406
2677	0.03398615062
2678	0.03396679703
2679	0.03396644671
2680	0.03396007131
2681	0.03396001984
2682	0.03395996165
2683	0.03395962458
2684	0.03395961808
2685	0.03395955041
2686	0.03395939929
2687	0.0339592866
2688	0.03395926267
2689	0.03395908944
2690	0.03395907345
2691	0.03395399146
2692	0.03395395978
2693	0.03395341893
2694	0.03395341259
2695	0.03395339854
2696	0.03394462558
2697	0.03394442009
2698	0.03394441195
2699	0.03394402227
2700	0.03394401918
2701	0.03394391314
2702	0.03394390876
2703	0.03393687289
2704	0.03393687053
2705	0.03392687102
2706	0.03392684001
2707	0.03392668424
2708	0.03391778971
2709	0.03391778848
2710	0.03391776106
2711	0.03391767034
2712	0.03391742071
2713	0.03391067717
2714	0.03391066643
2715	0.03391042922
2716	0.03391032533
2717	0.03391030629
2718	0.03391029902
2719	0.03387412426
2720	0.03386965833
2721	0.03386964051
2722	0.03386961226
2723	0.03386958141
2724	0.03386901137
2725	0.03386898803
2726	0.03385223207
2727	0.0338460392
2728	0.0338460302
2729	0.03384601647
2730	0.03384591379
2731	0.03384588505
2732	0.03384583763
2733	0.03384579851
2734	0.03382113698
2735	0.0338211246
2736	0.03382107829
2737	0.03382104328
2738	0.03382102616
2739	0.03380563057
2740	0.03380561754
2741	0.03380559196
2742	0.03379848385
2743	0.03379845749
2744	0.03379841856
2745	0.03379833288
2746	0.0337953135
2747	0.03375740763
2748	0.03375738233
2749	0.03374856042
2750	0.03374848405
2751	0.0337476919
2752	0.03374763971
2753	0.03374762445
2754	0.03374735376
2755	0.03374552352
2756	0.03374545087
2757	0.03374544747
2758	0.03373836524
2759	0.03373375186
2760	0.03373368847
2761	0.03373336492
2762	0.03373327174
2763	0.0337332712
2764	0.03373318357
2765	0.03373318303
2766	0.03373311161
2767	0.03373285329
2768	0.03373271357
2769	0.03373263998
2770	0.03373263702
2771	0.03373248398
2772	0.03372537231
2773	0.03372535515
2774	0.03372530883
2775	0.03372526374
2776	0.03372514967
2777	0.03372513923
2778	0.03372284206
2779	0.03372276015
2780	0.03372252838
2781	0.03372240505
2782	0.03372237187
2783	0.03370487834
2784	0.03368980053
2785	0.03368970772
2786	0.03368965946
2787	0.03368965715
2788	0.03368944716
2789	0.0336894278
2790	0.0336894278
2791	0.03367406346
2792	0.03367405159
2793	0.03367401678
2794	0.03367385985
2795	0.03367357422
2796	0.0336731289
2797	0.03363370244
2798	0.0336035299
2799	0.03360286856
2800	0.03360285889
2801	0.03358588237
2802	0.03358566765
2803	0.03358566084
2804	0.03358564807
2805	0.03358549086
2806	0.03358533941
2807	0.033584056
2808	0.03358366805
2809	0.03358003055
2810	0.03357999848
2811	0.03357990501
2812	0.03357756192
2813	0.03357741965
2814	0.03357709977
2815	0.03357667944
2816	0.03357651101
2817	0.0335736157
2818	0.03357354622
2819	0.03356531458
2820	0.03356527297
2821	0.03355313091
2822	0.0335530856
2823	0.03355289192
2824	0.03355259514
2825	0.03355254226
2826	0.03355188425
2827	0.03353112849
2828	0.03351984642
2829	0.03351983775
2830	0.03351971904
2831	0.03351952753
2832	0.03351878628
2833	0.03351876717
2834	0.03350563676
2835	0.03350561599
2836	0.03349612662
2837	0.03349590253
2838	0.03349581395
2839	0.03349572843
2840	0.0334957029
2841	0.03349538178
2842	0.03349536996
2843	0.03349476534
2844	0.03349469091
2845	0.03348721486
2846	0.03348718223
2847	0.0334871558
2848	0.03348712983
2849	0.03348711762
2850	0.03347838331
2851	0.03347804863
2852	0.03347800342
2853	0.03347797291
2854	0.03347789613
2855	0.03347787399
2856	0.03347534253
2857	0.03347532287
2858	0.03346685963
2859	0.03346684876
2860	0.03346680514
2861	0.03346655708
2862	0.03346274444
2863	0.03346273828
2864	0.03346036358
2865	0.0334602026
2866	0.03345202299
2867	0.03345201617
2868	0.03345195075
2869	0.03345192938
2870	0.03344858242
2871	0.03344857586
2872	0.03344842792
2873	0.03344837104
2874	0.03344832194
2875	0.03344830838
2876	0.03344830458
2877	0.03344829119
2878	0.0334361031
2879	0.03342158019
2880	0.03342152814
2881	0.03342147298
2882	0.03342144646
2883	0.03342140678
2884	0.03342135988
2885	0.03341547095
2886	0.0334154475
2887	0.03341543948
2888	0.03340356412
2889	0.03340341801
2890	0.03340168034
2891	0.0334016703
2892	0.0334016488
2893	0.03340160091
2894	0.03339494783
2895	0.03339494528
2896	0.03339465313
2897	0.0333946442
2898	0.03338396374
2899	0.03337123593
2900	0.03337119491
2901	0.03336662841
2902	0.03335916807
2903	0.03335877256
2904	0.03335845797
2905	0.03335836863
2906	0.03332682559
2907	0.03332678733
2908	0.03332667533
2909	0.03332666998
2910	0.0333266514
2911	0.03332397388
2912	0.0333239663
2913	0.03332386638
2914	0.03332379049
2915	0.03332376245
2916	0.03332369342
2917	0.03332367131
2918	0.03332366086
2919	0.03331810344
2920	0.03330546023
2921	0.03330542831
2922	0.03330519245
2923	0.03329963056
2924	0.03329404755
2925	0.03329401379
2926	0.03329379141
2927	0.03328595997
2928	0.03328595955
2929	0.03327863326
2930	0.03327860296
2931	0.03327860175
2932	0.03327854624
2933	0.0332784443
2934	0.03326290556
2935	0.03326286113
2936	0.03326278719
2937	0.03326273765
2938	0.03326272635
2939	0.0332627095
2940	0.03326128499
2941	0.03326017576
2942	0.03326016299
2943	0.03326003067
2944	0.03326002728
2945	0.03325983425
2946	0.03325981045
2947	0.03325318971
2948	0.03325315056
2949	0.03325306766
2950	0.03325304054
2951	0.03325300957
2952	0.03325299081
2953	0.03325294546
2954	0.03325093529
2955	0.03324741551
2956	0.03324741302
2957	0.0332473834
2958	0.03324728214
2959	0.03323843254
2960	0.03323320473
2961	0.03322411279
2962	0.03322407999
2963	0.03322381731
2964	0.03322377675
2965	0.03322375011
2966	0.03322361516
2967	0.03322361085
2968	0.03321991325
2969	0.03318942235
2970	0.0331742354
2971	0.03317416843
2972	0.0331741383
2973	0.03317406502
2974	0.03315591638
2975	0.03315586914
2976	0.03315584117
2977	0.03315579676
2978	0.03315578107
2979	0.03315574617
2980	0.03315559927
2981	0.03315557503
2982	0.03315552366
2983	0.03315550161
2984	0.03315529401
2985	0.03315528573
2986	0.03315522645
2987	0.03314655263
2988	0.03314653538
2989	0.0331464945
2990	0.03312969653
2991	0.03311935383
2992	0.03311935383
2993	0.03311927232
2994	0.03311902891
2995	0.03311898
2996	0.03311894043
2997	0.03311890716
2998	0.03311610839
2999	0.03311610636
3000	0.03311603806
3001	0.03311592634
3002	0.03311533662
3003	0.03311532463
3004	0.03311532292
3005	0.03311517667
3006	0.03311515052
3007	0.0331009313
3008	0.03309757124
3009	0.03309752712
3010	0.03309747543
3011	0.03309724663
3012	0.03307731857
3013	0.03307726617
3014	0.03307726229
3015	0.03307719638
3016	0.03307717462
3017	0.03307705601
3018	0.03307704982
3019	0.03306856067
3020	0.03306267128
3021	0.0330626376
3022	0.03306164585
3023	0.0330616173
3024	0.03306159137
3025	0.03306158302
3026	0.03305418599
3027	0.03305407512
3028	0.03305393974
3029	0.03305363528
3030	0.03305352574
3031	0.03305348488
3032	0.03303843127
3033	0.03303842968
3034	0.0330303623
3035	0.03303033572
3036	0.03303002875
3037	0.03303000548
3038	0.03300792258
3039	0.03300791715
3040	0.03300790592
3041	0.03300786633
3042	0.03300775619
3043	0.03299885283
3044	0.03299867807
3045	0.03299867495
3046	0.03299860449
3047	0.03299004785
3048	0.03299002811
3049	0.03299000108
3050	0.03298992744
3051	0.03298964507
3052	0.03298960595
3053	0.03298958639
3054	0.03298952585
3055	0.03298648288
3056	0.03296874127
3057	0.03296599131
3058	0.03296594972
3059	0.03296576087
3060	0.03296534057
3061	0.03296519703
3062	0.03296507871
3063	0.03296483634
3064	0.03296482354
3065	0.03296463475
3066	0.03296448363
3067	0.03296447407
3068	0.03295826775
3069	0.03294539777
3070	0.03294529041
3071	0.03294521189
3072	0.03294513579
3073	0.03292988926
3074	0.03291008524
3075	0.03291003622
3076	0.03290956501
3077	0.03290949619
3078	0.03290928235
3079	0.03290925183
3080	0.03290915198
3081	0.03290910578
3082	0.03290904959
3083	0.03287820128
3084	0.03287771478
3085	0.0328777034
3086	0.03287762531
3087	0.03287638891
3088	0.0328762537
3089	0.0328762302
3090	0.03287429372
3091	0.0328742896
3092	0.03287428519
3093	0.03287416144
3094	0.03287413179
3095	0.03287387677
3096	0.03287384484
3097	0.03287348022
3098	0.03287347601
3099	0.03287338506
3100	0.03287335649
3101	0.03287331478
3102	0.03287329218
3103	0.03286865902
3104	0.03286865294
3105	0.03286852794
3106	0.03286820413
3107	0.03286811253
3108	0.03286782644
3109	0.03286489338
3110	0.03286480337
3111	0.03286056767
3112	0.03285148391
3113	0.03285137283
3114	0.0328512683
3115	0.03285124054
3116	0.03285123454
3117	0.03285120754
3118	0.03285112547
3119	0.03285111744
3120	0.03285095092
3121	0.03285079314
3122	0.03285079095
3123	0.0328506918
3124	0.03285019996
3125	0.03285009796
3126	0.03285001524
3127	0.03284986014
3128	0.03284559829
3129	0.03284559626
3130	0.03284558168
3131	0.03283767366
3132	0.03283767286
3133	0.03283761597
3134	0.03283748148
3135	0.03283743517
3136	0.03283730884
3137	0.03283727835
3138	0.03283115392
3139	0.03283114624
3140	0.03282494588
3141	0.03282488413
3142	0.03282482292
3143	0.03282459902
3144	0.03282459623
3145	0.03282457188
3146	0.03282445625
3147	0.03282292883
3148	0.03282267471
3149	0.03282263224
3150	0.0328153773
3151	0.03281536824
3152	0.03280937985
3153	0.03280149847
3154	0.03280109712
3155	0.03280106381
3156	0.03280106018
3157	0.03280094801
3158	0.03280092094
3159	0.03280092094
3160	0.03278368346
3161	0.03278358293
3162	0.0327829766
3163	0.03276387667
3164	0.03276385308
3165	0.03276364475
3166	0.032763617
3167	0.03276356268
3168	0.03276333748
3169	0.03275669781
3170	0.03275669748
3171	0.03275667478
3172	0.03275660516
3173	0.03275610341
3174	0.03275562701
3175	0.03275562637
3176	0.03275551441
3177	0.03275545803
3178	0.03275544903
3179	0.03275541475
3180	0.03275289462
3181	0.03275282616
3182	0.03275269661
3183	0.03275260784
3184	0.03275255521
3185	0.03275253638
3186	0.03275252798
3187	0.03275223895
3188	0.03275144099
3189	0.03275139211
3190	0.03275110304
3191	0.0327510503
3192	0.03273002892
3193	0.03273000521
3194	0.03272972722
3195	0.03272442243
3196	0.03272440546
3197	0.03272439498
3198	0.03271652161
3199	0.03271645894
3200	0.03271628519
3201	0.03271619134
3202	0.03271591923
3203	0.03271447434
3204	0.03271445127
3205	0.0327141308
3206	0.03270819214
3207	0.03269498606
3208	0.03269498133
3209	0.03269109332
3210	0.03269104906
3211	0.03267552201
3212	0.03266668709
3213	0.03266332424
3214	0.03266332281
3215	0.03266325543
3216	0.03266318395
3217	0.03266311198
3218	0.03266305861
3219	0.03266305547
3220	0.03266305362
3221	0.03266294405
3222	0.03265829419
3223	0.0326579841
3224	0.03265795633
3225	0.03265440941
3226	0.03265433955
3227	0.03264178478
3228	0.03264170877
3229	0.0326416562
3230	0.03264161078
3231	0.03264159585
3232	0.0326413747
3233	0.03263995034
3234	0.03263993911
3235	0.0326398753
3236	0.0326398271
3237	0.03263960455
3238	0.03262324989
3239	0.03262303707
3240	0.0326202498
3241	0.0326201563
3242	0.03262013987
3243	0.03261994949
3244	0.03261983853
3245	0.03261981142
3246	0.03261970098
3247	0.03261966247
3248	0.0326030431
3249	0.03260289625
3250	0.03259654244
3251	0.03259638667
3252	0.03259635839
3253	0.03258985409
3254	0.03258985101
3255	0.03258982173
3256	0.03258126968
3257	0.03256255577
3258	0.03256254165
3259	0.03256253946
3260	0.03256248854
3261	0.03256248201
3262	0.03256220016
3263	0.03255082566
3264	0.03252638077
3265	0.03251821029
3266	0.03251821029
3267	0.0325181397
3268	0.03251810573
3269	0.0325180359
3270	0.03251798259
3271	0.03251790387
3272	0.03251764121
3273	0.03251760622
3274	0.03251760515
3275	0.03251759645
3276	0.03251758445
3277	0.03251757747
3278	0.03251694112
3279	0.03251692851
3280	0.03251657768
3281	0.03251352556
3282	0.03251352474
3283	0.03251349383
3284	0.03251347491
3285	0.03251077151
3286	0.03251077003
3287	0.03250312232
3288	0.03249211217
3289	0.03248788859
3290	0.03248785333
3291	0.03248784832
3292	0.03248783829
3293	0.03247888191
3294	0.03247888038
3295	0.03247885809
3296	0.03247872807
3297	0.03246535419
3298	0.03246521554
3299	0.0324650268
3300	0.03246497149
3301	0.03246494266
3302	0.03246492601
3303	0.03246468715
3304	0.03246463105
3305	0.03246450296
3306	0.03245091989
3307	0.03244401941
3308	0.03244398061
3309	0.03244395711
3310	0.03244389069
3311	0.03244383801
3312	0.03244335534
3313	0.03244314212
3314	0.03243964629
3315	0.03243963554
3316	0.03243959693
3317	0.03243942863
3318	0.03242529102
3319	0.0324250834
3320	0.03242506516
3321	0.03242499967
3322	0.03242493084
3323	0.03242184879
3324	0.03242184758
3325	0.03241042088
3326	0.0324104055
3327	0.03241027464
3328	0.03240150326
3329	0.03240148117
3330	0.03240142792
3331	0.03240136511
3332	0.03240136042
3333	0.03240113107
3334	0.03240110463
3335	0.03240108669
3336	0.03240108159
3337	0.03240073616
3338	0.03240018328
3339	0.03239830156
3340	0.03239803094
3341	0.03239796176
3342	0.03239781105
3343	0.03239780832
3344	0.03239777052
3345	0.0323976832
3346	0.03239739316
3347	0.0323973385
3348	0.03239731749
3349	0.03239726835
3350	0.03239368185
3351	0.03239182726
3352	0.03239181895
3353	0.03238907793
3354	0.03238902335
3355	0.03238899956
3356	0.0323889655
3357	0.03238887519
3358	0.03238874936
3359	0.03238874598
3360	0.03238858392
3361	0.03238853744
3362	0.03238844633
3363	0.03238841928
3364	0.03238834602
3365	0.03238808212
3366	0.03238806228
3367	0.03238560029
3368	0.03238558987
3369	0.03238157218
3370	0.03238153884
3371	0.03238150949
3372	0.03238148741
3373	0.0323783491
3374	0.03237832638
3375	0.03237394623
3376	0.03237389269
3377	0.03237358604
3378	0.0323735776
3379	0.03237343948
3380	0.03237328462
3381	0.03237321543
3382	0.03237320988
3383	0.03236098058
3384	0.03236097542
3385	0.03236082556
3386	0.03236082169
3387	0.03235631222
3388	0.03235618423
3389	0.03234938289
3390	0.03234936325
3391	0.03234926936
3392	0.03234918299
3393	0.03234876936
3394	0.03234873256
3395	0.03234871459
3396	0.03234841877
3397	0.03234841705
3398	0.03233858049
3399	0.03233856475
3400	0.03233853958
3401	0.03233838093
3402	0.03233807429
3403	0.03233787857
3404	0.03233787287
3405	0.03233781119
3406	0.03233121969
3407	0.03233121784
3408	0.03233111728
3409	0.03233097525
3410	0.03233096239
3411	0.03233046937
3412	0.03233034406
3413	0.03233025601
3414	0.0323302346
3415	0.03233015447
3416	0.03232984534
3417	0.03232951867
3418	0.03231905176
3419	0.0323159654
3420	0.03231302862
3421	0.03231294982
3422	0.03231112045
3423	0.03231106039
3424	0.0323008846
3425	0.0322973816
3426	0.03229730145
3427	0.03229699475
3428	0.03229695449
3429	0.03229297118
3430	0.032289369
3431	0.03228935733
3432	0.0322888371
3433	0.03228873678
3434	0.03228868357
3435	0.03228861914
3436	0.03228855449
3437	0.03228850909
3438	0.03228828203
3439	0.03228828051
3440	0.03228805108
3441	0.03228803727
3442	0.03228473038
3443	0.03227677705
3444	0.03227677478
3445	0.03227672242
3446	0.03227659375
3447	0.03227447743
3448	0.03227443231
3449	0.03227411801
3450	0.03227269133
3451	0.03227263877
3452	0.03227159107
3453	0.03225976891
3454	0.03225974231
3455	0.03225969058
3456	0.03225554287
3457	0.03225537846
3458	0.03225525645
3459	0.03225491072
3460	0.03223953656
3461	0.03223937121
3462	0.03223560526
3463	0.03223560186
3464	0.03223523953
3465	0.03223506947
3466	0.03223505131
3467	0.03223501943
3468	0.032234985
3469	0.03223492593
3470	0.0322348089
3471	0.03223464848
3472	0.03223414243
3473	0.03223410739
3474	0.0322338394
3475	0.03223344971
3476	0.03223339805
3477	0.03223338743
3478	0.03223328992
3479	0.03223328841
3480	0.03223318656
3481	0.03223311192
3482	0.03223304969
3483	0.03223293774
3484	0.03223276651
3485	0.03223264537
3486	0.03223259832
3487	0.03223245512
3488	0.03223235518
3489	0.03223210927
3490	0.03223150951
3491	0.03223149407
3492	0.0322314922
3493	0.03223145872
3494	0.03223143792
3495	0.03223140601
3496	0.03222921974
3497	0.03221544753
3498	0.03221541589
3499	0.03221097874
3500	0.03221089836
3501	0.03221088498
3502	0.03221055831
3503	0.03221051423
3504	0.03221045653
3505	0.03221021226
3506	0.03221020414
3507	0.03221013563
3508	0.03220623016
3509	0.03220621944
3510	0.03220607549
3511	0.0322060524
3512	0.03220591332
3513	0.03220590513
3514	0.03220562188
3515	0.03220560826
3516	0.03220542045
3517	0.03220538518
3518	0.03220515076
3519	0.03220514195
3520	0.03218858421
3521	0.03217704711
3522	0.03217603332
3523	0.03217598458
3524	0.0321759837
3525	0.03217598094
3526	0.032175978
3527	0.03217595425
3528	0.03217595309
3529	0.03217587804
3530	0.03217568711
3531	0.03217563081
3532	0.03217432599
3533	0.03217422357
3534	0.03217410225
3535	0.03215180135
3536	0.03215178572
3537	0.0321517677
3538	0.03215163922
3539	0.03215160067
3540	0.03215158199
3541	0.03214487048
3542	0.03214469106
3543	0.03214464823
3544	0.03212449733
3545	0.03212441279
3546	0.03211308162
3547	0.03211307257
3548	0.03211301654
3549	0.03210965604
3550	0.03210947926
3551	0.03210947725
3552	0.03210504237
3553	0.03209965173
3554	0.03209940483
3555	0.03209931343
3556	0.03209833178
3557	0.03209831224
3558	0.03209830011
3559	0.03209821122
3560	0.03209814525
3561	0.03209809169
3562	0.03209302363
3563	0.03208973166
3564	0.03208970578
3565	0.0320842321
3566	0.03208288399
3567	0.03208286768
3568	0.03208250892
3569	0.03208246012
3570	0.03208203834
3571	0.03208164158
3572	0.0320816095
3573	0.03208116532
3574	0.03207210511
3575	0.03207209439
3576	0.03207192253
3577	0.03207169922
3578	0.03207145112
3579	0.03206661445
3580	0.03206658715
3581	0.03206641754
3582	0.03206641441
3583	0.03206640119
3584	0.03206639082
3585	0.03206612388
3586	0.0320634932
3587	0.03206343829
3588	0.03205944301
3589	0.03205920918
3590	0.03205047179
3591	0.03203112189
3592	0.03203110784
3593	0.03203106726
3594	0.03203103513
3595	0.03203101653
3596	0.03203072921
3597	0.03203051129
3598	0.03203030577
3599	0.03203029207
3600	0.03201971397
3601	0.03199603728
3602	0.03199010128
3603	0.03198356046
3604	0.03198351156
3605	0.03198341916
3606	0.03198335685
3607	0.03198331685
3608	0.03197856072
3609	0.03197568566
3610	0.03197558918
3611	0.03197555603
3612	0.03197542089
3613	0.03197416097
3614	0.03197365338
3615	0.03197359215
3616	0.03197357689
3617	0.03196896371
3618	0.03196894892
3619	0.03196885088
3620	0.03196589438
3621	0.03194894308
3622	0.03194893741
3623	0.03194890384
3624	0.03194883847
3625	0.03194882122
3626	0.03194879764
3627	0.03194870421
3628	0.03194867026
3629	0.03194866013
3630	0.03194740663
3631	0.03194738521
3632	0.03194736968
3633	0.03194713277
3634	0.03194711377
3635	0.03194709332
3636	0.03194681464
3637	0.03194675842
3638	0.03194666792
3639	0.0319466187
3640	0.03194652142
3641	0.03193646704
3642	0.03193645038
3643	0.03192606753
3644	0.0319256935
3645	0.03192565991
3646	0.03192565991
3647	0.03191948233
3648	0.03191948077
3649	0.03191554601
3650	0.03191534046
3651	0.03191533124
3652	0.03191532007
3653	0.03191528262
3654	0.03191523868
3655	0.03190923032
3656	0.03190922447
3657	0.03190921597
3658	0.03189918349
3659	0.03189216827
3660	0.03189193709
3661	0.03187451514
3662	0.03187450765
3663	0.0318744383
3664	0.03187442967
3665	0.0318744068
3666	0.03187433013
3667	0.03187426687
3668	0.03187405315
3669	0.03187389421
3670	0.03187386458
3671	0.03187365017
3672	0.03187359085
3673	0.03187324751
3674	0.0318732311
3675	0.03186601025
3676	0.03185713119
3677	0.03185712726
3678	0.03185709281
3679	0.03185704784
3680	0.03185124751
3681	0.0318512434
3682	0.03184988073
3683	0.03184986205
3684	0.03183719469
3685	0.03183717637
3686	0.03183715221
3687	0.03183685994
3688	0.03183401312
3689	0.03183399794
3690	0.03182601346
3691	0.03182593716
3692	0.0318191003
3693	0.03181622955
3694	0.03181089423
3695	0.03181071658
3696	0.03180345356
3697	0.0318034418
3698	0.03180258003
3699	0.03178872218
3700	0.03178870864
3701	0.03178860235
3702	0.0317885949
3703	0.03178855232
3704	0.03178839582
3705	0.03178778173
3706	0.03178127652
3707	0.03178125805
3708	0.03178121107
3709	0.03176946736
3710	0.03176921846
3711	0.0317469613
3712	0.03174684813
3713	0.03173084585
3714	0.0317306463
3715	0.03173059519
3716	0.03173057917
3717	0.03173050879
3718	0.03173030511
3719	0.0317302733
3720	0.03172993933
3721	0.03172991432
3722	0.03172985303
3723	0.03172982066
3724	0.03172977563
3725	0.0317297718
3726	0.03172974861
3727	0.03172974048
3728	0.03172973372
3729	0.03172971129
3730	0.03172959501
3731	0.03172958463
3732	0.03172940926
3733	0.03172939149
3734	0.03172934985
3735	0.03172932836
3736	0.03172929108
3737	0.03172928658
3738	0.03172927033
3739	0.03172925863
3740	0.03172923692
3741	0.03172909374
3742	0.03172908208
3743	0.03172877242
3744	0.03172631014
3745	0.03172367976
3746	0.03172366666
3747	0.03172363982
3748	0.03172332188
3749	0.03172331397
3750	0.03172322878
3751	0.03172320929
3752	0.03171719744
3753	0.03171718381
3754	0.03171621602
3755	0.03171616805
3756	0.03171605684
3757	0.031715613
3758	0.03171555166
3759	0.03171554318
3760	0.03171552648
3761	0.03171549919
3762	0.03171547073
3763	0.03171542883
3764	0.03171533679
3765	0.03171526738
3766	0.03171523881
3767	0.03171516835
3768	0.03171510442
3769	0.03171502625
3770	0.03171483615
3771	0.0317040001
3772	0.03170047926
3773	0.03170047511
3774	0.03170034738
3775	0.03169985811
3776	0.03169985679
3777	0.03169975505
3778	0.03169973225
3779	0.03169969008
3780	0.031699655
3781	0.03169964906
3782	0.03169962155
3783	0.03169676767
3784	0.03169673888
3785	0.03168893996
3786	0.03168892924
3787	0.03168892626
3788	0.03168889666
3789	0.03168496702
3790	0.03168496702
3791	0.03168228993
3792	0.03168225734
3793	0.03168220239
3794	0.03168209107
3795	0.03168201744
3796	0.03168195972
3797	0.03168193772
3798	0.03167869556
3799	0.03167866926
3800	0.03166425403
3801	0.03166392044
3802	0.03166388437
3803	0.03166381882
3804	0.03166377788
3805	0.03166377178
3806	0.03166359144
3807	0.03166358932
3808	0.03166353559
3809	0.03166350206
3810	0.031663479
3811	0.0316634631
3812	0.03166345544
3813	0.03166338481
3814	0.03166335661
3815	0.03166291645
3816	0.03166112946
3817	0.03164091762
3818	0.03164090177
3819	0.03163435522
3820	0.03163434677
3821	0.03163428643
3822	0.03163200235
3823	0.03162990776
3824	0.031629802
3825	0.03162913324
3826	0.03162627304
3827	0.03162548446
3828	0.03162518205
3829	0.03162473905
3830	0.03162464528
3831	0.03162463871
3832	0.03162454493
3833	0.03162441476
3834	0.03162435712
3835	0.03162435295
3836	0.03162434628
3837	0.03162432097
3838	0.0316243077
3839	0.03162427714
3840	0.03162427032
3841	0.03162425872
3842	0.03162421495
3843	0.03162419315
3844	0.03162418834
3845	0.03162417697
3846	0.03162342784
3847	0.03162339977
3848	0.03162327426
3849	0.03161495306
3850	0.03161486998
3851	0.03161469927
3852	0.0316141621
3853	0.03161159766
3854	0.03161155317
3855	0.03161146738
3856	0.0316113952
3857	0.03161085209
3858	0.03161078396
3859	0.03161074113
3860	0.0316107271
3861	0.03161064248
3862	0.0316105885
3863	0.03161058706
3864	0.03161022571
3865	0.03161006879
3866	0.03161002018
3867	0.03160978181
3868	0.03160952733
3869	0.03160911246
3870	0.03160907172
3871	0.03160905584
3872	0.03160900391
3873	0.03160486697
3874	0.03160485696
3875	0.03160477191
3876	0.03160449155
3877	0.0316044231
3878	0.03160433457
3879	0.03160433225
3880	0.03160427131
3881	0.03160426107
3882	0.03160422092
3883	0.03160418422
3884	0.03160417136
3885	0.03160414924
3886	0.03160410999
3887	0.0316040974
3888	0.03160380267
3889	0.03160378076
3890	0.03160377044
3891	0.03160372666
3892	0.03160370739
3893	0.03160368649
3894	0.03160368289
3895	0.03160366167
3896	0.03160363595
3897	0.03160361484
3898	0.03160350105
3899	0.03159950431
3900	0.0315993932
3901	0.03159938843
3902	0.03159904334
3903	0.03159900246
3904	0.03159896578
3905	0.03159892033
3906	0.03159877056
3907	0.0315905199
3908	0.03157749855
3909	0.03157748027
3910	0.0315774773
3911	0.03157744097
3912	0.03157737876
3913	0.03157721698
3914	0.03157719732
3915	0.03157719344
3916	0.03157707948
3917	0.03157706416
3918	0.03157362715
3919	0.03157267005
3920	0.03156972236
3921	0.0315695245
3922	0.03156948813
3923	0.03156948217
3924	0.03156947132
3925	0.03156478545
3926	0.03156475823
3927	0.03156475529
3928	0.03156470079
3929	0.0315646999
3930	0.03156444035
3931	0.03156442756
3932	0.03156436106
3933	0.03155768431
3934	0.03155190655
3935	0.03153733411
3936	0.03153731263
3937	0.03153615074
3938	0.03153594884
3939	0.03153586346
3940	0.03153564525
3941	0.03153562232
3942	0.03153557052
3943	0.031535546
3944	0.03153544561
3945	0.03153542788
3946	0.0315270955
3947	0.03152706902
3948	0.03152685489
3949	0.03152665811
3950	0.03152658278
3951	0.03152129979
3952	0.03152109829
3953	0.03152107865
3954	0.03152106855
3955	0.0315140157
3956	0.03151391931
3957	0.03151388576
3958	0.03151165184
3959	0.0315116214
3960	0.03151161572
3961	0.03151159839
3962	0.03151138468
3963	0.03151118778
3964	0.0315111404
3965	0.0315110852
3966	0.03151107601
